歌名,歌手,曲风,推荐标签,语种,BPM,乐评
Quiet Sense,Triosence、Paolo Fresu、,爵士-爵士蓝调、,咖啡厅、放松、慵懒、,,,
Jakob's Happy Song,Simon Westman Trio、,古典、,咖啡厅、放松、清新、,,,
"Nocturnes, Op. 9:No. 2 in E-Flat Major",Arthur Rubinstein、,古典、,平静、放松、冥想、,纯音乐,135,
"Herz und Mund und Tat und Leben, Cantata BWV 147 - Arr. Guillermo Figueroa:Jesu, Joy Of Man's Desiring",Orpheus Chamber Orchestra、,古典-巴洛克音乐、,抒情、放松、学习、冥想、,,,
"Clarinet Quintet in B minor, Op.115:2. Adagio",Johannes Brahms、Kunio Tsuchiya、Herbert Stähr、Peter Steiner、Members of the Berlin Philharmonic Octet、Ferdinand Mezger、Alfred Malecek、,古典-浪漫主义音乐、,平静、梦幻、放松、冥想、,纯音乐,128,
"Concerto a 5 in B flat, Op.7, No.3:3. Allegro",Håkan Hardenberger、I Musici、Tomaso Albinoni、,古典-巴洛克音乐、,热血、动感、放松、学习、,,,
"Nocturne in B Flat Major, H. 37 (Version for Harp)",Magdalena Hoffmann、John Field、,古典、,冥想、放松、平静、,,128,
Miniatures for Piano Trio:Set 1: No. 1. Minuet,Jack Liebeck、Alexander Chaushian、Ashley Wass、,古典-二十世纪音乐、,学习、放松、平静、,英语,,
"Goldberg Variations, BWV 988:Aria",郎朗、Johann Sebastian Bach、,古典、,学习、平静、放松、冥想、,纯音乐,151,
"Lieder ohne Worte (Songs without Words), Book 5, Op. 62:Lied ohne Worte (Song without Words), Book 5, Op. 62: No. 30 in A Major, Op. 62, No. 6, ""Fruhlingslied"" (Spring Song)",Péter Nagy、,古典-浪漫主义音乐、,放松、平静、冥想、,英语,,
"Kinderszenen, Op. 15: VII. Träumerei",Robert Schumann、Vladimir Horowitz、,古典、,放松、助眠、冥想、,英语,139,
Harp Concerto in A major:2. Larghetto,Iona Brown、Academy of St. Martin in the Fields、Marisa Robles、,古典、,平静、梦幻、放松、冥想、,纯音乐,138,
"Préludes / Book 1, L. 117:VIII. La fille aux cheveux de lin (Arr. Garrett / van der Heijden for Violin, Flute and Orchestra)",David Garrett、Cocomi、Franck van der Heijden、Orchestra the Prezent、Claude Debussy、,古典、,放松、学习、冥想、,纯音乐,54,
Springtime Suite:I,Slovak Radio Symphony Orchestra、Andrew Penny、,古典-二十世纪音乐、,学习、放松、,英语,,
Adagio in G minor (Arr. Giazotto & Palmer),Julian Lloyd Webber、English Chamber Orchestra、Nicholas Cleobury、,古典、,平静、梦幻、放松、学习、,纯音乐,127,
Mahler: Symphony No.5 in C sharp minor - 4. Adagietto (Sehr langsam),Sir Georg Solti、Chicago Symphony Orchestra、,,梦幻、放松、冥想、,纯音乐,,
"6 Stücke, Op. 32:6 Pieces, Op. 32: No. 3. Rustle of Spring",Péter Nagy、,古典、,平静、放松、冥想、,英语,,
"Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",Martin James Bartlett、,古典、,平静、放松、冥想、,,130,
"Piano Sonata No. 12 in F Major, K. 332:2. Adagio",Wolfgang Amadeus Mozart、内田光子、,古典-古典主义音乐、,平静、放松、学习、,纯音乐,137,
Apres un Reve,Calvin Dyck、,新世纪-精神新世纪、,学习、悲伤、放松、平静、,,,
"Sicilienne, Op. 78",Gerald Moore、Pierre Fournier、,古典-浪漫主义音乐、,悲伤、平静、抑郁、放松、学习、,,95,
"Serenade In B Flat K.361 ""Gran partita"":3. Adagio",Orpheus Chamber Orchestra、,古典-古典主义音乐、,梦幻、放松、冥想、平静、,,,
Three Jamaican Dances: No. 2,William Chapman Nyaho、,轻音乐、,学习、平静、放松、,英语,,
"Adagio in E Major, K. 261*:Adagio in E Major, K. 261",Benjamin Schmid、Salzburg Mozarteum Orchestra、Hans Graf、,古典、,梦幻、放松、学习、冥想、平静、,英语,,
"Clarinet Concerto in A Major, K. 622:II. Adagio",Jack Brymer/Sir Thomas Beecham/Royal Philharmonic Orchestra、Jack Brymer、Thomas Beecham、Royal Philharmonic Orchestra、,古典、,冥想、放松、平静、,英语,131,
Ma mere l'oye (Mother Goose):Tableau VI: Le jardin feerique,Lyon National Orchestra、Leonard Slatkin、,古典-二十世纪音乐、,学习、冥想、放松、,英语,,
Thais: Meditation,David Stanhope、,古典-浪漫主义音乐、,学习、平静、放松、冥想、,,,
"Antiche danze ed arie per liuto (Ancient Airs and Dances), P. 114:III. Gagliarda",Konstantin Scherbakov、,古典-二十世纪音乐、,平静、放松、学习、,英语,,
"Suite d'orchestre dans le style ancien, Op. 2:II. Sarabande: Mesto",Freiburg Philharmonic Orchestra、,古典-二十世纪音乐、,抒情、思念、放松、冥想、,纯音乐,,
Orfeo Ed Euridice: Dance Of The Blessed Spirits (Act 2:Euridice: Dance Of The Blessed Spirits (Act 2),Herbert von Karajan、Berliner Philharmoniker、Karlheinz Zoeller、,古典-古典主义音乐、,梦幻、放松、,欧美,128,
"Salut d'amour, Op. 12",charlie siem、Münchner Rundfunkorchester、Paul Goodwin、,古典、,学习、放松、平静、,,130,
"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",Márta Kurtág、György Kurtág、,古典、,学习、平静、放松、,欧美,156,
Ciaccona (I),L'Arpeggiata、Christina Pluhar、,古典、,放松、冥想、,意大利语,,
Schwanenlied,Eva Oertle、Consuelo Giulianelli、,古典、,学习、冥想、放松、平静、,,149,
"Lieder ohne Worte (Songs without Words), Book 2, Op. 30:Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1",Péter Nagy、,古典-浪漫主义音乐、,平静、放松、冥想、,英语,,
"Suite Bergamasque, L. 75:III. Clair de lune",Khatia Buniatishvili、,古典、,平静、放松、冥想、,,133,
"Cello Sonata in G Minor, Op. 65: III. Largo",Pascal Amoyel、Emmanuelle Bertrand、,古典、,放松、平静、,英语,,
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",马友友、Kathryn Stott、,古典、,平静、放松、学习、冥想、,,,
"Serenade for Strings in C Major, Op. 48:II. Valse",Wiener Philharmoniker、Wilhelm Furtwängler、,古典、,放松、抒情、,纯音乐,122,
"Divertimento No. 11 in D Major, K. 251:III. Andantino - Allegretto",Cologne Chamber Orchestra、Helmut Müller-Brühl、,古典、,学习、放松、治愈、,英语,,
"Pavane pour une infante défunte, M. 19",Bertrand Chamayou、,古典、,学习、平静、放松、冥想、,纯音乐,,
"The Well-Tempered Clavier: Book 1, BWV 846-869:1. Prelude in C Major, BWV 846",Lang Lang、,古典、,平静、放松、冥想、,纯音乐,,
The Banks of Green Willow,Royal Liverpool Philharmonic Orchestra、Grant Llewellyn、,古典、,梦幻、放松、冥想、,,136,
"24 Preludes, Op. 28:No. 15 in D-Flat Major ""Raindrop""",Evgeny Kissin、,古典、,平静、梦幻、放松、学习、冥想、,,134,
"Piano Concerto In A Minor, Op.16:2. Adagio",Symphonieorchester des Bayerischen Rundfunks、Alice Sara Ott、Esa-Pekka Salonen、,古典、,放松、冥想、,,184,
"The Swan (From ""Carnival of the Animals, R. 125"")",Kathryn Stott、Camille Saint-Saëns、马友友、,,冥想、放松、平静、,纯音乐,,
"Symphony No. 5 in B Flat Major, D. 485:II. Andante con moto",Chamber Orchestra of Europe、Claudio Abbado、Franz Schubert、,古典、,梦幻、放松、冥想、,,139,
On Hearing the First Cuckoo in Spring,Vernon Handley/London Philharmonic Orchestra、Vernon Handley、Brian B. Culverhouse、London Philharmonic Orchestra、Unbekannt、Brian Culverhouse、,古典-浪漫主义音乐、,冥想、抒情、放松、,英语,,
"2 Pieces for Small Orchestra:No. 1, On Hearing the First Cuckoo in Spring",Brian Culverhouse、London Philharmonic Orchestra、Vernon Handley、,古典、,冥想、抒情、放松、,,128,
"Lakmé / Act 1:""Sous le d?me épais"" (Flower Duet)",BBC Concert Orchestra、Barry Wordsworth、,古典-浪漫主义音乐、,学习、,,132,
Sailing By,Slovak Radio Symphony Orchestra、Ernest Tomlinson、,古典-二十世纪音乐、,梦幻、放松、学习、冥想、,英语,,
Cavalleria rusticana:Intermezzo,National Philharmonic Orchestra、Gianandrea Gavazzeni、,古典、,梦幻、放松、冥想、,意大利语,128,
"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"":II. Andante cantabile",François-Frédéric Guy、,古典-浪漫主义音乐、,平静、放松、冥想、,英语,,
Les Contes d'Hoffmann / Act 4:Entr'acte (Barcarolle),Staatskapelle Dresden、Silvio Varviso、,古典-浪漫主义音乐、,,纯音乐,128,
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",Arcadi Volodos、,古典-浪漫主义音乐、,学习、平静、放松、冥想、,,,
"Wachet auf, ruft uns die Stimme, BWV 645",马友友、Ton Koopman、Amsterdam Baroque Orchestra、,轻音乐、古典-巴洛克音乐、,学习、放松、平静、,,160,
Le tombeau de Couperin (version for orchestra):No. 3. Menuet,Lyon National Orchestra、Leonard Slatkin、,古典-二十世纪音乐、,放松、平静、,英语,,
The Arts and the Hours,Víkingur Ólafsson、,古典、,平静、放松、冥想、,,125,
"Dolly, Op. 56:1. Berceuse",Katia Labeque、Marielle Labèque、,古典、,平静、放松、冥想、,欧美,121,
"Rêverie, L. 68:Rêverie",Jean-yves Thibaudet、Claude Debussy、,古典、,平静、放松、冥想、,纯音乐,117,
Sheep May Safely Graze,Leon Fleisher、,古典、,平静、放松、学习、冥想、,,99,
"The Gadfly (Suite), Op. 97a: No. 8, Romance (Arr. for Violin and Piano)",Tasmin Little、,古典、,学习、平静、放松、悲伤、,纯音乐,,
Conversation,Muni Long、,节奏布鲁斯、,动感、放松、,英语,105,
Love On Top,Beyoncé、,节奏布鲁斯-灵魂乐、节奏布鲁斯-当代节奏布鲁斯、,甜蜜、动感、快乐、爱情、浪漫、活力、KTV、婚礼、极限运动、,英语,94,
No Pressure,edbl、Miller Blue、,节奏布鲁斯-灵魂乐、,放松、,英语,110,
Come Through,H.E.R.、Chris Brown、,节奏布鲁斯-当代节奏布鲁斯、,动感、,英语,68,
Perfect,Otis Kane、,节奏布鲁斯、,慵懒、放松、动感、,英语,89,
Obvious,Jesse Barrera、Jeremy Passion、Gabe Bondoc、,节奏布鲁斯-灵魂乐、,抒情、清新、动感、幸福、平静、快乐、爱情、思念、慵懒、浪漫、活力、放松、憧憬、治愈、轻快、洒脱、正能量、,英语,75,
Sunday,Nyah Grace、,节奏布鲁斯-新灵魂乐、,动感、慵懒、放松、,英语,71,
NOT TOO DEEP,India Shawn、6LACK、,节奏布鲁斯-另类节奏布鲁斯、,动感、爱情、浪漫、放松、,英语,52,
Fashion,Jacob Latimore、,节奏布鲁斯、,动感、慵懒、放松、,英语,,
1894,Amber Mark、,节奏布鲁斯、,大气、洒脱、,英语,,
HMU,Sevyn Streeter、,节奏布鲁斯-灵魂乐、,抒情、动感、放松、咖啡厅、,英语,81,
Love Again,BAEKHYUN、,节奏布鲁斯、,抒情、动感、放松、,韩语,95,
Anything For You (The Duet),Ledisi、PJ Morton、,节奏布鲁斯-灵魂乐、,浪漫、爱情、动感、慵懒、放松、,英语,66,
I Got It,Ogi、,节奏布鲁斯、,动感、,英语,69,
COFFEE,Kelly Rowland、,节奏布鲁斯-另类节奏布鲁斯、,动感、慵懒、放松、,英语,120,
LALA (Unlocked),Alicia Keys、Swae Lee、,节奏布鲁斯、,动感、慵懒、放松、,英语,69,
No Sleep (Giuseppe),Justine Skye、,节奏布鲁斯、,快乐、轻快、,英语,115,
In These Eyes,TaniA Kyllikki、Rynellton、,节奏布鲁斯、,动感、活力、,英语,90,
Like I Want You,Giveon、,节奏布鲁斯、,动感、放松、,英语,120,
Banger,11:11、,节奏布鲁斯、,活力、动感、,英语,,
Two Ways,Trey Songz、,节奏布鲁斯-另类节奏布鲁斯、,动感、爱情、浪漫、酒吧、,英语,80,
Cupid's Curse (feat. Kehlani),Phora、Kehlani、,节奏布鲁斯、,抒情、动感、,英语,55,
Heartless,The Weeknd、,节奏布鲁斯-当代节奏布鲁斯、,动感、放松、,英语,84,
Coworker,Aa$h、,节奏布鲁斯-灵魂乐、,活力、动感、,英语,,
We Belong Together,Mariah Carey、,节奏布鲁斯-当代节奏布鲁斯、,抒情、动感、慵懒、放松、,英语,139,
AreUThere?,Flow3rs、Akemi Elise、,节奏布鲁斯-灵魂乐、,,英语,121,
F&MU,Kehlani、,节奏布鲁斯-嘻哈灵魂乐、,动感、,英语,76,
Bicol,Phil Q.、,节奏布鲁斯-灵魂乐、,梦幻、放松、轻快、快乐、,英语,87,
Good Love 2.0,Priya Ragu、,节奏布鲁斯-灵魂乐、,动感、活力、,英语,107,
All The Squares,Sargent Tucker、,节奏布鲁斯-灵魂乐、,快乐、动感、活力、,英语,111,
I'm Not Meant to Break,Acacia Grace、,节奏布鲁斯-灵魂乐、,快乐、幸福、放松、活力、动感、,,78,
Lady Marmalade,Christina Aguilera、P!nk、Mya、Lil' Kim、,原声带-电影原声、节奏布鲁斯-当代节奏布鲁斯、,动感、快乐、KTV、舞蹈、,英语,110,
Calling All Ladies,Eddie F、Miss Jones、,节奏布鲁斯-灵魂乐、,动感、活力、快乐、轻快、,英语,106,
24K Magic,Bruno Mars、,节奏布鲁斯-放克、,热血、动感、快乐、活力、放松、KTV、夜店、婚礼、轻快、洒脱、正能量、极限运动、举铁、,英语,105,
Have Mercy,Chlöe、,节奏布鲁斯-当代节奏布鲁斯、,动感、快乐、活力、,英语,130,
On My Mama,Victoria Monét、,节奏布鲁斯、,悲伤、动感、爱情、快乐、,英语,77,
Don't Waste My Time,Usher、Ella Mai、,节奏布鲁斯-另类节奏布鲁斯、,动感、爱情、浪漫、,英语,100,
Spotlight,Jennifer Hudson、,节奏布鲁斯-当代节奏布鲁斯、,动感、舞蹈、,英语,108,
"One, Two Step",Ciara、Missy Elliott、,节奏布鲁斯、,动感、,英语,113,
Shackles (Praise You),Mary Mary、,,动感、活力、,英语,,
Long Way 2 Go,Cassie、,节奏布鲁斯、,动感、活力、,英语,106,
Simmer,Mahalia、Burna Boy、,节奏布鲁斯-灵魂乐、,动感、,英语,124,
FREEDOM,Jon Batiste、,节奏布鲁斯、,快乐、,英语,115,
Gone,Kiana Ledé、Bryson Tiller、,节奏布鲁斯、,动感、放松、,英语,103,
Float (feat. Seun Kuti & Egypt 80),Janelle Monáe、Seun Kuti、Egypt 80、,节奏布鲁斯、,动感、快乐、放松、,英语,125,
Guess,Lucky Daye、,节奏布鲁斯、,动感、慵懒、放松、,英语,167,
Love Like This,Faith Evans、,节奏布鲁斯、,动感、快乐、爱情、浪漫、活力、,英语,102,
Family Affair,Mary J. Blige、,节奏布鲁斯、,动感、放松、快乐、婚礼、,英语,93,
Case Of The Ex (Whatcha Gonna Do),Mya、,节奏布鲁斯、,动感、活力、,英语,,
One Night Only,Sonder、,节奏布鲁斯、,爱情、,英语,121,
Hrs & Hrs,Muni Long、,节奏布鲁斯、,动感、活力、,英语,69,
Don't Mess With My Man,Lucy Pearl、,节奏布鲁斯、,可爱、快乐、放松、,英语,,
More Than A Woman,Aaliyah、,节奏布鲁斯、,活力、动感、快乐、,英语,117,
Return Of The Mack,Mark Morrison、,节奏布鲁斯-当代节奏布鲁斯、,动感、活力、,英语,95,
Only U (No Intro),Ashanti、,节奏布鲁斯、,动感、慵懒、放松、,英语,,
No Plans for Love,D-Nice、Ne-Yo、Kent Jones、,节奏布鲁斯、,动感、快乐、,英语,109,
Breathe (Feat. Sean Paul),Blu Cantrell、,节奏布鲁斯、,KTV、动感、浪漫、爱情、慵懒、放松、,英语,,
Have It All,Xian Bell、Dende、,节奏布鲁斯、,慵懒、放松、,英语,119,
1 Thing (Radio Edit),Amerie、,节奏布鲁斯、,动感、可爱、快乐、,英语,135,
"Jumpin', Jumpin'",Destiny's Child、,节奏布鲁斯、,动感、活力、,英语,120,
"Pavane pour une infante défunte, M. 19",Alain Lefèvre、,古典-二十世纪音乐、,平静、放松、学习、冥想、,,133,
"Concerto No.5 in F minor, BWV 1056:II. Largo",Columbia Symphony Orchestra、Glenn Gould、,古典、,平静、放松、冥想、,纯音乐,,
"Pelléas et Mélisande, Op.80:Sicilienne",Neville Marriner、Academy of St. Martin in the Fields、,古典-浪漫主义音乐、,放松、,纯音乐,90,
"3 Romanze, Op. 94: No. 1, Nicht schnell (Arr. per Flauto e Pianoforte)",Federico Vallerga、,轻音乐、,学习、冥想、放松、平静、,意大利语,,
4 Pictures for Piano Duet:No. 2. Quite slow and thoughtful,Murray McLachlan、,古典、,平静、放松、治愈、学习、,,,
"Hommage à Mozart:II. Singing, sostenuto, dreamish",Nils Mönkemeyer、William Youn、,古典、,平静、放松、冥想、,纯音乐,122,
Seven Days Walking / Day 1:Ascent,Ludovico Einaudi、,古典-当代古典音乐、,平静、放松、学习、冥想、,纯音乐,89,
Through The Blue,Roger Eno、,古典-古典跨界、,平静、放松、冥想、,纯音乐,150,
"Piano Concerto in A Minor, Op. 16: II. Adagio",Claudio Arrau、Edvard Grieg、Concertgebouworkest、Christoph von Dohnányi、,古典、,放松、冥想、,德语,,
"Piano Sonata No.16 in C, K.545 ""Sonata facile"":2. Andante",内田光子、,古典-古典主义音乐、,,纯音乐,,
Frühlingsglaube (Arr. Franz Liszt),Daniil Trifonov、,古典、,平静、放松、学习、冥想、,,129,
"2 Aquarelles:Lento, ma non troppo",David Lloyd-Jones、Northern Sinfonia、,古典-二十世纪音乐、,梦幻、放松、冥想、,英语,,
"Violin Sonata No. 2 in A Minor, BWV 1003: I. Grave",Midori、Johann Sebastian Bach、,古典、,悲伤、可爱、快乐、放松、学习、,,132,
"Rêverie, L. 68:Rêverie",Jean-yves Thibaudet、Claude Debussy、,古典、,平静、梦幻、放松、治愈、冥想、,纯音乐,115,
3 Pieces in Old Style:No. 1. Aria,Antoni Wit、Warsaw Philharmonic Chamber Orchestra、,古典-当代古典音乐、,热血、动感、梦幻、放松、冥想、,纯音乐,,
"Ravel: Pavane pour une infante défunte, M. 19",Alexandra Kouznetsova、Pyotr Kondrashin、Tatyana Michkol、,古典、,平静、放松、学习、,纯音乐,113,
La Vierge / Scene 4: The Assumption:Le dernier sommeil de la Vièrge (The Last Sleep of the Virgin),The New Symphony Orchestra Of London、Raymond Agoult、,古典-浪漫主义音乐、,放松、助眠、冥想、,欧美,,
"12 Gedichte aus Liebesfrühling, Op. 37: No. 11: Warum willst du andre fragen (Arr. Lenaerts & Grammenos)",Anneleen Lenaerts、Dionysis Grammenos、,古典、,放松、学习、冥想、,英语,,
Avril 14th (Aphex Twin) (Vanessa Wagner Version),Murcof、Vanessa Wagner、,古典-古典跨界、,平静、放松、冥想、,英语,,
"Adagio (After Bach's Violin Concerto No. 2, BWV 1042)",Gabriela Montero、,古典、,平静、放松、学习、,纯音乐,140,
"Fauré: Pavane, Op. 50",Masayuki Kawaguchi、松本吉夫、,世界音乐、古典、,平静、放松、冥想、,,,
El cant dels ocells (Song of the Birds) (version for cello and orchestra),Harriet Krijgh、Rhine Philharmonic State Orchestra、Gustavo Gimeno、,古典-浪漫主义音乐、古典-二十世纪音乐、,梦幻、放松、学习、冥想、,英语,,
"Abendlied, Op. 85 No. 12 (Arr. Grosvenor)",Benjamin Grosvenor、Robert Schumann、,古典、,平静、放松、冥想、,,93,
"Goldberg Variations, BWV 988: Aria",朱晓玫、,古典-巴洛克音乐、,平静、放松、学习、助眠、冥想、,纯音乐,93,
6 Encores for Piano: III. Wasserklavier,Andrea Lucchesini、,轻音乐、,平静、放松、,,,
"Prelude in B Minor, BWV 855a",James Rhodes、Johann Sebastian Bach、Alexander Siloti、,古典、,平静、放松、,英语,,
"12 Songs, Op. 21:V. Lilacs (Transcr. Rachmaninoff for Solo Piano)",Sergei Babayan、,古典、,平静、放松、冥想、,纯音乐,128,
"Carnaval, Op. 9:No. 5. Eusebius",Boris Giltburg、,古典-浪漫主义音乐、,学习、平静、放松、冥想、,英语,,
"Sechs Klavierstücke, Op. 118:II. Intermezzo in A Major",Arcadi Volodos、,古典、,平静、放松、学习、冥想、,纯音乐,80,
"An Unwelcome Friend (From ""The Hours"")",Nicolas Horvath、,轻音乐、,平静、放松、冥想、梦幻、搞笑、,,,
Five Pieces for violin and piano (2004):I. Elegia (Andante Larghetto),Duo Gazzana、,古典-二十世纪音乐、,平静、放松、,纯音乐,123,
"Goldberg Variations, BWV 988:Variation 7 a 1 ovvero 2 Clav. Al tempo di Giga",Glenn Gould、,古典-巴洛克音乐、,平静、放松、,纯音乐,154,
"Cello Sonata, FP 143:II. Cavatine",Bernhard Albrecht、Daniel Müller-Schott、Klemens Kamp、Oswald Beaujean、Robert Kulek、,古典-二十世纪音乐、,平静、放松、学习、,英语,133,
"wind whispers, Op. 85:II. floating leaf",William Youn、,古典、,平静、放松、冥想、,,180,
A Little Book of Hours: VI. Singing Sun,Peter Sculthorpe、Tamara-Anna Cislowska、,,学习、平静、放松、冥想、,英语,,
Stille Musik:3. Augenblicke der Serenade,Valentin Silvestrov、,古典-二十世纪音乐、,放松、冥想、,,147,
"24 Preludes, Op. 11: No. 21 in B-Flat Major",Boris Petrushansky、,古典、,放松、学习、,,,
En Nacelle,Sergio Monteiro、,古典-二十世纪音乐、,平静、放松、冥想、,英语,,
"By the Still Waters, Op. 114",Amy Beach、Kirsten Johnson、,,平静、放松、冥想、,纯音乐,165,
Henry V/Touch Her Soft Lips and Part,Itzhak Perlman、,古典、,平静、放松、学习、冥想、,纯音乐,,
"Préludes / Book 2, L. 123:5. Bruyères",Víkingur Ólafsson、,古典、,平静、放松、冥想、,纯音乐,117,
