歌名,歌手,曲风,推荐标签,语种,BPM,乐评
Nascondiglio,Giovanna Petrini、,古典-古典跨界、,平静、放松、冥想、,纯音乐,128,
Always,Shin Suzuma、,古典-古典跨界、,平静、放松、,纯音乐,89,
Utsjoki,Vegard、,流行、轻音乐、,学习、平静、放松、,纯音乐,100,
Words Unspoken,Tomas Wilhelm、,古典-新古典主义音乐、新世纪、,大气、,,169,
Calm Wind,Elfrieda、,古典-古典跨界、,平静、放松、冥想、,纯音乐,115,
Displacement,Maximilian Power、,古典、,抒情、,纯音乐,142,
Souvenir des Alpes,Adrien de la Salle、,古典-新古典主义音乐、新世纪、,抒情、治愈、放松、,,111,
Dévouement,Hector VallÇe、,流行、轻音乐、,放松、,纯音乐,101,
Poletje,Valbona Ceferin、,古典-古典跨界、,抒情、,纯音乐,88,
Incision In The Silence,Leisel Walker、,流行、轻音乐、,平静、放松、,纯音乐,166,
Lanterns Ascending,Eberina、,流行、古典、,,纯音乐,189,
Simple Plans,Junie Oakes、,古典-古典跨界、,平静、放松、,纯音乐,150,
If lonely...,Gina Ordonieva、,古典-古典跨界、,平静、放松、冥想、,纯音乐,103,
"Canyon, Catch Your Thoughts",Warble、,古典-古典跨界、,,纯音乐,139,
Wishes,Benjamin Dobbs、,古典-古典跨界、,平静、放松、,纯音乐,75,
It's You I'm Seeking,Matt Van Stern、,流行、轻音乐、,抒情、,纯音乐,178,
Dione,Teide、,新世纪-冥想音乐、,,,120,
Evening Star,Ron Adelaar、,古典-古典跨界、,平静、放松、,,131,
Nature undisclosed,Keiko Ishida、,新世纪-冥想音乐、,,纯音乐,162,
Florence,Jeroen Granneman、Pier Durk Hogeterp、,古典、,放松、,纯音乐,121,
Moonflowers,Donald Kutcher、,古典、,,纯音乐,166,
Provence,GÅEL、,新世纪、,,纯音乐,142,
Mullaghmore,Calan McIntyre、,古典-古典跨界、,放松、,纯音乐,76,
Le jardin de ma grand-mère,Oscar Kowalski、,古典、,,,123,
Hourglass,Jiří Horák、,流行-器乐流行、,悲伤、孤独、,纯音乐,157,
Valse pour Johann,Fjellson Weber、,古典、,,纯音乐,75,
White Garden,Amine Ayad、,古典、,,纯音乐,82,
Marigold,Santo Trevisani、,古典、,,纯音乐,72,
Ask Me Anything,Joseph Seabolt、,古典、,抒情、放松、,纯音乐,183,
Sans Regrets,Jordane Tumarinson、,轻音乐、,抒情、亲情、,纯音乐,103,
Snowed In,Treman、,新世纪、,冥想、放松、平静、,英语,137,
along the path,Zecil Malka、,新世纪、,,纯音乐,176,
Winterfall,Eric Ville de Soins、,流行、轻音乐、,放松、,纯音乐,107,
Amor Eterno,Elisa Avaria、,古典、,平静、放松、学习、冥想、,纯音乐,84,
Borrowed Time,Esme Sanford、,古典、,,纯音乐,147,
Delightful,Richard Mahees、,,放松、,纯音乐,96,
Smiles Awake You When You Rise,Anton Byers、,古典-古典跨界、,悲伤、平静、抑郁、放松、,纯音乐,81,
Winterwald,Stephan Neudorf、,古典、,平静、放松、学习、,纯音乐,97,
Ballade Pour Elly,Oscar Sundberg、,流行、轻音乐、,悲伤、平静、慵懒、放松、治愈、孤独、学习、,纯音乐,70,
Handmade,Bodi Lukasz、,流行、轻音乐、新世纪、,放松、,纯音乐,95,
Reflections,Aquilegia、,古典-古典跨界、,放松、,纯音乐,176,
Peaceful Thoughts,Listening Wind、,轻音乐、古典-古典跨界、,放松、,纯音乐,85,
Together Again,Cinthya Garcia、,古典-古典跨界、,放松、,纯音乐,130,
Days Passing By,Noomi Meerbach、,,抒情、,纯音乐,81,
Twilights,Mirta da Silva、,新世纪-冥想音乐、,悲伤、放松、,纯音乐,100,
The stars are listening,Carl Faber、,流行、轻音乐、,平静、放松、学习、冥想、,纯音乐,130,
Take care,Wilson Trouvé、,另类/独立、,平静、梦幻、放松、冥想、,英语,85,
Act Of Reconciling,Herbe Matin、,古典-古典跨界、,放松、,纯音乐,120,
Omoidasu,Crimson Memoirs、,古典-古典跨界、,放松、,纯音乐,160,
fields of forever,Chad Lawson、,古典、,平静、放松、冥想、,纯音乐,60,
Benediction,Nadav Amir-Himmel、,流行、轻音乐、,放松、,纯音乐,123,
Ash of memory,Thomas Preber、,古典-古典跨界、,平静、放松、,纯音乐,77,
To Bring Rest,Sabrina Austin、,古典-古典跨界、,平静、放松、,纯音乐,97,
The Proposal,Henriette Fleich、,古典-古典跨界、,平静、放松、冥想、,纯音乐,122,
Passeggiata Serale,Lorenzo Fiore、,古典-古典跨界、,平静、放松、,纯音乐,152,
The Way Home,Wendie Solomon、,古典-古典跨界、,平静、放松、冥想、,纯音乐,167,
Through The Blue,Roger Eno、,古典-古典跨界、,平静、放松、冥想、,纯音乐,150,
A Place To Hide,Boil The Ocean、,古典-古典跨界、,放松、,纯音乐,80,
Muse,Ina Lawson、,古典-古典跨界、,平静、放松、冥想、,纯音乐,77,
Air from Air,Yasuo Zen、,流行、轻音乐、,平静、放松、,纯音乐,67,
Release from silence,Patrick Buote、,古典-古典跨界、,放松、,纯音乐,85,
Light of wintertime,Joseph Burke、,流行、轻音乐、,梦幻、放松、,纯音乐,57,
Pines and Cedars,Maya Sarfatto、,古典-古典跨界、,放松、,纯音乐,115,
Peggy's Cove,Sarah Watson、,古典-新古典主义音乐、新世纪、,平静、放松、冥想、,纯音乐,103,
Fiume,Carluccio、,古典-古典跨界、,放松、,纯音乐,77,
Valse Naturelle,Etienne Balestre、,流行、轻音乐、,平静、放松、,纯音乐,113,
When It´s Love,Junie Oakes、,古典-古典跨界、,平静、放松、,纯音乐,74,
Onward,Remi Sinclair、,流行、轻音乐、,放松、,纯音乐,138,
Spring Thaw,Josh Jacobson、,新世纪、,平静、放松、冥想、,英语,114,
Quiet Eyes,Davignon、,古典-古典跨界、,放松、,纯音乐,142,
Waitings,Felix Tanguy、,新世纪-冥想音乐、,放松、,纯音乐,193,
A Time Long Ago,Polly Carter、,古典-古典跨界、,平静、放松、冥想、,,95,
This Tender Appeal,Allysium、,古典-古典跨界、,放松、,纯音乐,96,
Glance Out A Casement Window,Janet Redger、,古典-古典跨界、,平静、放松、冥想、,纯音乐,61,
1967,ゴンチチ、,轻音乐-流行轻音乐、,平静、放松、,纯音乐,75,"每次静听这曲子，都觉得自己好像回到了站在乡间原野中赏落日、听鸟鸣的犹如古诗所说的""悠然见南山""般的美丽时光，很纯净、很美丽，犹如夕阳般美好。"
Void,Hongzhe_Cui、,轻音乐-流行轻音乐、,冥想、放松、热血、动感、孤独、悲伤、黑暗、治愈、神秘、紧张、轻快、快乐、梦幻、活力、,纯音乐,85,
いつも何度でも,宗次郎、,轻音乐、,抒情、放松、治愈、,纯音乐,111,乐器空灵的声音，吹奏舒愉的曲风，仿佛人生路途中的美景，夹杂着复杂的悲感，只悲不伤，带来更多的是平静，纯净的洗涤着心灵，就那么安静的沉入进去
寂静之声（钢琴）,李勤舍、,轻音乐、,平静、放松、,纯音乐,89,
《瞬间的永恒》夜色钢琴曲,赵海洋、,轻音乐-流行轻音乐、,放松、治愈、,纯音乐,83,这首《瞬间的永恒》，平静、舒缓、干净的琴声如同发自心底，带有一种久违的宁静。曲中若有若无的甜蜜忧伤，如清辉透云，暗香盈袖，唤起心中对岁月过往的的回忆，让美好瞬间一慕慕重现，心莫名的随着一个个音符的跳动而感动着。
安静的午后,Pianoboy高至豪、,轻音乐、,抒情、悲伤、平静、思念、放松、治愈、孤独、学习、,纯音乐,139,虽然没有复杂的演奏技巧，但是听起来却细腻而感人。他的作品中总是能够涌现出无穷的生命力。听者总能在其中找到勇气与力量，去冲破各种生活的难处。
Kiss The Rain,Yiruma、,轻音乐、,,纯音乐,66,
夏,爱喝柠檬茶的喵、,轻音乐-流行轻音乐、,,纯音乐,108,
The Way I Still Love You,ALisa、,轻音乐-流行轻音乐、,抒情、清新、紧张、悲伤、平静、梦幻、快乐、爱情、思念、慵懒、浪漫、放松、憧憬、治愈、轻快、,纯音乐,77,这首歌真的很温柔啊，很喜欢有淅淅沥沥的雨声的那一段，好像能把所有的悲伤都冲走，只剩下平静的雨声和温柔的旋律
The sound of silence,Various Artists、,轻音乐、,抒情、冥想、,纯音乐,85,
The Beginning,Ryan、,轻音乐、,平静、放松、,纯音乐,96,
微风轻起，我喜欢你,马路通、,轻音乐、,平静、放松、学习、,纯音乐,83,
罗密欧与朱丽叶,Richard Clayderman、,轻音乐、,抒情、爱情、思念、浪漫、助眠、,纯音乐,69,
The Rain,久石譲、,原声带-电影原声、轻音乐、,抒情、,纯音乐,76,
凉,仁辰、,轻音乐-流行轻音乐、,平静、放松、,纯音乐,93,
Ending,Candy_Wind、,轻音乐、,悲伤、平静、放松、孤独、学习、,纯音乐,97,
所爱隔山海,CMJ、,轻音乐、,平静、放松、助眠、,纯音乐,117,
夜的钢琴曲五,石进、,轻音乐-流行轻音乐、,清新、悲伤、平静、放松、助眠、遗憾、,纯音乐,102,深夜又听到这首曲子，多么容易让思绪泛起涟漪和沉默的乐曲，深邃而又缓和，带有无奈和忧伤，却有显得那么的平静和静默。
追逐繁星的孩子,拾光、,轻音乐-流行轻音乐、,平静、放松、,纯音乐,69,
Rainy Blue (蓝色阴雨),饭碗的彼岸、夜莺与玫瑰、,轻音乐、,,纯音乐,85,
Time To Love,October、,轻音乐、,抒情、悲伤、平静、放松、治愈、,纯音乐,87,很美的Jazz hiphop，轻快而不焦躁 。行云流水般，澄净，清澈，舒心。浮生若梦的钢琴曲加入Jazz-Hiphop的节奏，思绪跟随旋律飘荡在云端。在这秋日的下午闭上眼睛，任由层层海浪轻轻拍打你疲惫的心灵。慵懒闲适的气氛，适合伴随听者入眠。
海の形,昙轩、,轻音乐、,,纯音乐,90,歌的旋律就像是在无尽的黑夜里，升起了唯一的光芒，人们所期盼的希望得以实现，或是小镇的繁荣和平，或是出征的战士平安回归，一切尽是美好的场景
canon in d,Brian Crain、,轻音乐、,抒情、,纯音乐,78,卡农出现于十二十三世纪，就是前后出现同一曲调的复调音乐，从一个旋律开始，数个音或者数小节后另一完全相同的旋律开始，与前一个旋律重叠，形成对位法。卡农有二部、三部、四部，甚至有更多声部。一般常见的有直接模仿式的卡农（answer与subject之间通常音程距离八度，节奏距离数小节）
☽,美 梦 领 取 屋、,轻音乐-流行轻音乐、,助眠、,国语,133,是清晨小雨，雨水顺着微斜的泥瓦屋檐流下，在地上开花。我在看雨，闻着独属于雨天的气息。窗外被打湿的绿叶会发光，在风中摇摇晃晃。
The Promise,Secret Garden、,轻音乐、,平静、放松、学习、冥想、,纯音乐,122,
Somewhere,July、,轻音乐、,悲伤、放松、,纯音乐,86,"“somewhere”这首歌是由韩国钢琴家July在2011年发行的一首曲目,全曲由钢琴，架子鼓等多种乐器演奏,全曲被忧伤覆盖，从开头到结尾，都让人感到忧伤。曲子中间由小提琴的声音低沉和高音来衬托出钢琴的优雅，同时将忧伤以乐器演奏的方式表现出来,让人感觉忧伤,全曲让人有一种遥不可及的梦幻的感觉"
日暮里,JINBAO、,轻音乐-流行轻音乐、,平静、放松、冥想、,纯音乐,64,整首曲子感觉就像一个人在夕阳下追忆曾经，有甜有苦，有快乐和哀伤。平静而美好，波澜不惊。
雪舞清梦,赵大鼾、,轻音乐、,抒情、平静、放松、,纯音乐,89,
星茶会,灰澈、,轻音乐-背景音乐、轻音乐-流行轻音乐、,抒情、清新、动感、悲伤、梦幻、快乐、放松、憧憬、治愈、旅游、轻快、家务、通勤、,纯音乐,107,前奏有一点点忧伤，仿佛孤单一人仰望星空，突然节奏欢快了起来，大概是交到了朋友的感觉，中间节奏急促，看来正处于一段欢乐时光，节奏有所放缓，就好像大家玩累了一起去喝奶茶，节奏不复开头的忧伤，走出了自己的小小世界，获得了更开阔的视野，交到了新朋友，收获了许久未见的快乐。
夏に花が散る,羽肿、,轻音乐-流行轻音乐、,,纯音乐,77,听了前奏，有一种春天万物初生的感觉，真的很像春天，当鸟鸣来了，突然明白它是盛夏繁荣景象的描绘。民乐出现，有感觉变到了初秋，一小段的拟声像是大学时节。突然转掉，便又回到了春天末夏初的音色。最后的一段有一种不舍，却又仿佛一切即将再次开始。没有悲凉，活泼的再次打动了我
Ephemeral Memories（Without Drum),MoreanP、,轻音乐-流行轻音乐、,抒情、清新、动感、幸福、悲伤、平静、梦幻、快乐、爱情、思念、浪漫、放松、憧憬、治愈、正直、轻快、正能量、遗憾、,纯音乐,142,
Lettre d'amour,William Heller、,流行、古典、,放松、,纯音乐,80,
Water,Michiel Borstlap、,古典、,抒情、平静、放松、,纯音乐,75,
Tenderly,Les Reveries、,古典、,,纯音乐,181,
Home,adrian kuipers、,古典、,,纯音乐,130,
Reggimi,Natalino Serafin、,古典、,,纯音乐,54,
Answer With Light,Warble、,古典、,放松、,纯音乐,122,
Ruhevoll,Naia Lambert、,新世纪、,,英语,101,
Real As Rain,Ellen Wince、,古典-古典跨界、,梦幻、放松、平静、冥想、,纯音乐,147,
Un Lent Mouvement,Moleno、,古典、,,纯音乐,177,
The Destination,Keane Wang、,古典、,平静、放松、冥想、,纯音乐,189,
And There You Were,Jef Martens、,古典、,放松、,,123,
Opposite Direction,Levi Neroli、,古典-当代古典音乐、,平静、放松、冥想、,纯音乐,138,
Monuments,Daníel Fannar、,流行、古典、,,纯音乐,,
La Belle Epoque,Isaac Cassidy、,古典、,,纯音乐,117,
Kay's Recovery,Joaquin Conor、,古典-古典跨界、,悲伤、,纯音乐,158,
Anfractuous View,Tomasz Kraal、,流行、轻音乐、,放松、,纯音乐,,
October stroll,Jutila、,古典、,,纯音乐,98,
Nocturne,Muriël Bostdorp、,古典、,,,,
Luna piena,Lorenzo Fiore、,古典、,,纯音乐,114,
The Perfect Two,Lílian Pinto、,古典-古典跨界、,悲伤、放松、,纯音乐,194,
Aning,Julia Andersson、,古典-古典跨界、,平静、放松、学习、冥想、,,170,
Tristesse,Bodi Lukasz、,流行、轻音乐、,,纯音乐,,
Perpendicular,Sumsar、,流行、轻音乐、,悲伤、,纯音乐,146,
Deepest Woods,Kiara Leonard、,古典、,,纯音乐,108,
The Owl,Valérie Beaumont、,古典、,抒情、,纯音乐,130,
Two birds,Fredrik Lundberg、,流行、轻音乐、,甜蜜、抒情、平静、梦幻、快乐、爱情、浪漫、放松、治愈、冥想、轻快、,纯音乐,203,
Cinematique,Olivier DeGrasse、,古典、,,纯音乐,187,
Illuminate The Night,Antoine Di Luzio、,古典-古典跨界、,平静、放松、抒情、,纯音乐,113,
Viento En Calma,Levi Neroli、,古典-古典跨界、,抒情、活力、动感、平静、放松、轻快、快乐、,纯音乐,171,
Evenfall,Jacob Lavallee、,,,,,
Beneath the Crystal Veil,Luke Faulkner、,新世纪、,悲伤、平静、放松、孤独、,英语,,
Flâneuses,Biba Dupont、,新世纪-冥想音乐、,抒情、,,144,
Unspoken words,Joseph Burke、,流行、轻音乐、,平静、放松、冥想、,纯音乐,135,
Your Heart Will Mend,Donald Kutcher、,古典、,平静、放松、,纯音乐,90,
Solituned,Piotr Wiese、,古典、,,,,
Nostalgica,Thom Nelson、,,悲伤、,纯音乐,109,
Ménuet Belmonte,Flavio Apicella、,流行、轻音乐、,,纯音乐,109,
Once I saw the northern lights,Bruno Engel、,古典、,,纯音乐,78,
Juanita,Boone River、,流行、古典、,,纯音乐,,
Winter im Herzen,Sander Berisha、,古典-新古典主义音乐、,孤独、悲伤、,纯音乐,83,
Trumpets Of Datura,Leisel Walker、,流行、轻音乐、,悲伤、,纯音乐,72,
Waves,Becky Ainge、,古典-新古典主义音乐、新世纪、,平静、快乐、放松、冥想、轻快、,,105,
Tient qu'à un fil,Gaspar Parentau、,流行、轻音乐、,,纯音乐,,
La rue de montmartre,Aleron Lapointe、,古典-古典跨界、,悲伤、,纯音乐,105,
Slow Sorrow (Op7),Minnie Aoyama、,流行、轻音乐、,平静、放松、治愈、,纯音乐,150,
Far Away Lands,Shreyas Murali、,古典、,幸福、平静、快乐、放松、冥想、洒脱、,纯音乐,158,
Forget Me Not,Cedric Armfeldt、,古典-古典跨界、,平静、放松、,纯音乐,148,
Sonata,Madelene Olsson、,流行、轻音乐、,平静、放松、冥想、,纯音乐,101,
Ocean Heart,Hazel Adams、,古典、,,纯音乐,126,
Yearning,Carl Moir、,古典、,,纯音乐,117,
Reverie,R. York、,,平静、放松、冥想、,纯音乐,133,
Mol allena,Alfred Janders、,古典、,,纯音乐,147,
Counting the Days You’re Gone,Franz Gordon、,爵士、,悲伤、平静、放松、孤独、,纯音乐,120,
Michelle,Anton Byers、,古典-古典跨界、,放松、,纯音乐,160,
The Tree,Ludovico Einaudi、,古典、,冥想、放松、平静、悲伤、,纯音乐,74,
heart pieces,Moux、,古典-古典跨界、,,纯音乐,126,
Il lago,Lorenzo Fiore、,古典、,悲伤、孤独、,纯音乐,90,
"The Good, the Bad and the Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)",Ennio Morricone、,原声带-电影原声、原声带-史诗音乐、,热血、动感、放松、,纯音乐,117,
Shining Boy & Little Randy,坂本龍一、,原声带-电影原声、,抒情、清新、梦幻、爱情、浪漫、放松、治愈、冥想、,纯音乐,63,
Down By the Salley Gardens,Joanie Madden、,民谣-爱尔兰民谣、,抒情、平静、放松、冥想、感人、,纯音乐,113,
YUYAKE,ZAN、,世界音乐、,抒情、放松、冥想、,纯音乐,73,
Walking On The Street,陆春龄、,中国音乐-民乐、,动感、梦幻、可爱、快乐、放松、,纯音乐,,
Spring at the Tai-Lake,Xu Xuedong、,世界音乐、中国音乐-民族歌曲、民谣、,放松、冥想、,纯音乐,,
A Visit To Suzhou,Yu Xunfa、,中国音乐、,抒情、梦幻、放松、学习、冥想、,英语,132,
主题,马洪波、,中国音乐、,抒情、冥想、,纯音乐,50,
独坐幽篁,徒有琴、,国风、,放松、冥想、,纯音乐,125,
The Lonely Shepherd,Zamfir、,原声带-电影原声、原声带-配乐、流行、,抒情、紧张、悲伤、平静、思念、放松、孤独、神秘、洒脱、,纯音乐,66,
一个人的龟兹,程池、,原声带-电影原声、,放松、治愈、正能量、舞蹈、,纯音乐,55,
听,王华、苏畅、,轻音乐、新世纪-民族新世纪、,梦幻、放松、冥想、,纯音乐,130,
流放,张渠、,国风、流行、中国音乐、,正能量、,纯音乐,60,
山水一般闲,郁红、,中国音乐-民乐、,抒情、放松、学习、冥想、,纯音乐,56,
凤凰楼,瑞鸣音乐、虞梦颜、喻晓庆、,中国音乐-民乐、,梦幻、放松、,纯音乐,115,
花鳥風月,華風月、,世界音乐-日本传统与特色、,平静、放松、,纯音乐,,
秋窗风雨夕,谭炎健、,中国音乐-民乐、,梦幻、放松、,华语,68,
归来,杨青、,世界音乐、中国音乐-民乐、,悲伤、放松、孤独、,纯音乐,71,
牡丹亭.游园 (步步娇)(醉扶归),顾兆琪、,中国音乐-昆曲、,动感、可爱、快乐、,纯音乐,,
引子,谭炎健、,国风、中国音乐-民乐、,,纯音乐,63,
相守,Aslan、笛呆子囚牛、,国风-古风、,抒情、放松、,纯音乐,69,
云水禅心,李志辉、,,抒情、冥想、,纯音乐,107,
平湖秋月(箫),罗守诚、,中国音乐-民乐、,平静、放松、冥想、,国语,117,
棋子,赵晓峰、,,学习、冥想、放松、悲伤、,纯音乐,,
春到湘江 (梆笛),曾昭斌、许知俊、中央民族乐团、中国音乐家大系、,世界音乐、,放松、冥想、,华语,160,
各旦几嘛,张维良、,世界音乐、中国音乐-民乐、,梦幻、放松、,纯音乐,125,
夜深沉,王建华、瑞鸣音乐、,中国音乐-民乐、,动感、梦幻、可爱、快乐、放松、,纯音乐,134,
春告鳥,藤原道山、,轻音乐、,悲伤、平静、放松、学习、助眠、,纯音乐,75,
喜相逢,俞逊发、,中国音乐-民乐、,梦幻、可爱、快乐、放松、,纯音乐,150,
静夜,张听、,轻音乐、,学习、冥想、放松、抒情、,纯音乐,,
梦迴。花香,蔡志展、,原声带、中国音乐、,抒情、,纯音乐,100,
Spirit,ZAN、,,动感、放松、,纯音乐,,
长安幻世绘,古琴白无瑕、屠化冰、蔡珊、叶力嘉、自得琴社、鼓手陈曦、,中国音乐、,,纯音乐,136,
春よ、来い（和楽器ver.）,AUN J-CLASSIC ORCHESTRA、,轻音乐、,抒情、放松、冥想、,纯音乐,71,
陶笛奇遇记,游学志、,,可爱、快乐、放松、,国语,121,
"梅管笛-双云锣套曲(Meiguandi-Shuang Yunluo Taoqu, Ensemble)",Various Artists、,中国音乐-民乐、,可爱、快乐、放松、,,,
酒狂,李小沛、,国风-古风、中国音乐、,放松、,纯音乐,117,
兰花花,郭雅志、瑞鸣音乐、,中国音乐-民乐、,快乐、轻快、,纯音乐,,
亭亭山上松,王俊雄、,,抒情、平静、放松、,纯音乐,103,
Hoi Tong Gets Married,Noel Quinlan、,世界音乐、中国音乐、,梦幻、放松、冥想、,纯音乐,155,
桃花渡,陈悦、,国风、中国音乐-民乐、,抒情、放松、冥想、,纯音乐,77,
抬花轿,任同祥、,中国音乐-民乐、,,纯音乐,146,
《妆台秋思》埙、古筝,张宁、徐超然、,中国音乐-民乐、,梦幻、放松、冥想、,纯音乐,133,
秦川抒怀,马迪、,中国音乐-民乐、,冥想、放松、可爱、快乐、,纯音乐,142,
江上清风游,变奏的梦想、,国风、,,纯音乐,80,
花间梦事,洪启峰、杜俊辉、罗启瑞、杨斯雄、,国风-古风、,抒情、,纯音乐,90,前奏有一种“花间一壶酒..”的感觉。后面的娓娓道来，像是舒适的天气里坐在院子里，听一曲悠扬的曲子。感觉到音乐在你的四周飘荡，像是沉浸到了音乐的云里
往事,平远、,国风-古风、中国音乐、,悲伤、放松、治愈、,国语,74,
心字成灰,徒有琴、,国风-古风、中国音乐、,放松、冥想、,纯音乐,89,
月下独酌,洪启峰、杜俊辉、罗启瑞、黄相勋、,,抒情、放松、冥想、,纯音乐,80,
随缘,张晓红、,中国音乐-民乐、,爱情、苦情、,纯音乐,89,
西湖春晓,北京大学中乐学社、,中国音乐、,梦幻、放松、冥想、抒情、平静、,,,
悲欢离合总无情,王俊雄、周志宏、,,抒情、,纯音乐,79,
牧歌,灯欣爱乐艺术中心· WPX、,中国音乐-民乐、,平静、放松、,华语,,
渔舟唱晚,胡天泉、,中国音乐-民乐、,可爱、快乐、放松、治愈、学习、,纯音乐,,
淡若晨风,巫娜、,轻音乐、,放松、冥想、,纯音乐,79,
乡歌,楚世及指挥北京爱乐民乐团、,流行、,放松、冥想、,纯音乐,,
竹弦清谈,侯长青、曹杨、,中国音乐、,梦幻、放松、冥想、动感、,纯音乐,,
雪映红梅,郑济民、,流行、,可爱、快乐、放松、学习、冥想、,纯音乐,,
悟,王华、苏畅、,轻音乐、新世纪-民族新世纪、,梦幻、放松、冥想、,纯音乐,79,
森林狂想曲,吴金黛、,新世纪-自然新世纪、,平静、快乐、慵懒、放松、治愈、学习、冥想、轻快、,纯音乐,69,
Goodwill,Rick Gallagher Project、,轻音乐-背景音乐、,平静、放松、冥想、,纯音乐,206,
Romanze,Lisa Kriegler、,流行、,放松、,,131,
Silent joy,Lester Dann、,新世纪-冥想音乐、,,纯音乐,115,
My Hands,Moonman、YARA、,古典、,平静、放松、冥想、,纯音乐,77,
New Moon,Hakone、,古典、,,纯音乐,87,
Distance,Adrián Úlfur、,,放松、,纯音乐,72,
"as the sun shines, dewdrops glisten",Tom Merrall、,轻音乐-流行轻音乐、,,英语,95,
A Bad Dream That Will Pass Away,Luke Howard、,古典-古典跨界、,放松、,纯音乐,107,
In Those Years,Ray Hutchcraft、,古典、,,纯音乐,63,
Seichtes Wasser,Claudio Polle、,新世纪-冥想音乐、,,纯音乐,80,
Synchronicity,Ellie-May Robertson、,古典、,,纯音乐,95,
1897,Maru Gomes、,爵士、新世纪-冥想音乐、拉丁音乐、,,纯音乐,,
First Sunlight,Ros Gilman、,流行、古典、,,纯音乐,71,
Mare Nostrum,Lotus Laverne、,流行、轻音乐、,,纯音乐,,
Everlasting,Cassandra Nestico、,古典、,,纯音乐,117,
Evening Inn,Corinne Beilinson、,新世纪-冥想音乐、,,纯音乐,146,
A Heap Of Broken Images,Kevin Lloyd、,古典、,,纯音乐,139,
Hymn,Matt Lingus、,流行、轻音乐、,,纯音乐,69,
A Rose,Natalee Marlowe、,轻音乐、古典、,放松、,纯音乐,78,
Helios,Tommaso Farinetti、,古典、,放松、,,98,
