歌名,歌手,曲风,推荐标签,语种,BPM,乐评
Lines In The Sky,Cole Gallagher、,摇滚-根源摇滚、,热血、抒情、动感、梦幻、放松、,英语,103,
Joker And The Thief,Wolfmother、,摇滚、,热血、动感、,英语,77,
Do I Wanna Know?,Arctic Monkeys、,摇滚-另类摇滚、,热血、动感、活力、,英语,85,
Give It Away,Red Hot Chili Peppers、,摇滚、,热血、动感、快乐、,英语,91,
Walk This Way,Aerosmith、,摇滚、,热血、动感、活力、KTV、,英语,,
Bleed American (Live),Jimmy Eat World、,摇滚-日系摇滚、,热血、动感、治愈、放松、正能量、,,,
Are You Gonna Go My Way,Lenny Kravitz、,摇滚-经典摇滚、,热血、动感、活力、极限运动、,英语,130,
Keep on Swinging,Rival Sons、,摇滚、流行、,热血、动感、,英语,,
Lonely Boy,The Black Keys、,流行-欧美流行、,热血、动感、,英语,168,
The Fixer,Pearl Jam、,摇滚、另类/独立、,梦幻、放松、热血、动感、,英语,155,
Hey Romeo,Dave Goddess Group、,乡村-美式乡村、,热血、动感、放松、,英语,131,
Best Of You,Foo Fighters、,摇滚、,热血、动感、活力、,英语,129,
The Kids Aren't Alright,The Offspring、,摇滚、,热血、动感、,英语,100,
I Love Rock 'N Roll,Joan Jett & the Blackhearts、,摇滚-经典摇滚、,热血、动感、快乐、放松、旅游、极限运动、,英语,95,
Cherry Pie,Warrant、,摇滚、金属-华丽金属、流行、,动感、活力、,英语,88,
acting like that,Yungblud、Machine Gun Kelly、,另类/独立、,热血、动感、活力、,英语,80,
Should I Stay Or Should I Go,The Clash、,摇滚、朋克、,热血、动感、,英语,112,
Paradise City,Guns N' Roses、,摇滚、,热血、动感、,英语,100,
Take Me Out,Franz Ferdinand、,摇滚-流行摇滚、,热血、动感、活力、,英语,105,
Song 2,Blur、,摇滚-英伦摇滚、,热血、动感、放松、,英语,130,
No One Knows,Queens of the Stone Age、,摇滚-经典摇滚、金属-厄运金属、,热血、动感、快乐、KTV、举铁、,英语,84,
Welcome To The Jungle,Guns N' Roses、,摇滚-硬摇滚、,热血、动感、,英语,123,
Parasite Eve,Bring Me the Horizon、,摇滚、,激烈、,英语,51,
Highway To Hell,AC/DC、,摇滚-硬摇滚、,热血、清新、动感、放松、,英语,115,
American Idiot,Green Day、,摇滚、,热血、动感、,英语,92,
It's Time,Imagine Dragons、,摇滚-流行摇滚、,热血、动感、悲伤、KTV、校园、正能量、极限运动、举铁、,英语,104,
Come As You Are,Nirvana、,摇滚-垃圾摇滚、,热血、动感、活力、极限运动、举铁、,英语,121,
Creep,Radiohead、,摇滚-英伦摇滚、,热血、抒情、动感、悲伤、梦幻、快乐、思念、放松、KTV、旅游、举铁、,英语,92,
Don't Look Back In Anger,Oasis、,摇滚-英伦摇滚、摇滚-独立摇滚、,热血、抒情、动感、梦幻、活力、放松、KTV、洒脱、正能量、极限运动、,英语,81,
"Another Brick in the Wall, Pt. 2",Pink Floyd、,摇滚-前卫摇滚、蓝调、,热血、动感、放松、,英语,103,
闷,王菲、,摇滚-流行摇滚、,热血、抒情、动感、爱情、苦情、放松、KTV、,国语,124,
情书,薛之谦、,流行、,抒情、悲伤、,国语,89,
我们的歌,王力宏、,节奏布鲁斯-当代节奏布鲁斯、流行-华语流行、,抒情、清新、动感、幸福、快乐、爱情、慵懒、浪漫、放松、憧憬、治愈、KTV、婚礼、轻快、洒脱、,国语,139,
New Boy,朴树、,摇滚-民谣摇滚、,抒情、,国语,133,这词满满的少年心气！和弦简单，歌词浅显如何，最珍贵的不过是一去不再来的青春时光，怀揣希望、无所畏惧
情非得已,庾澄庆、,流行-华语流行、,清新、悲伤、爱情、放松、KTV、婚礼、,国语,106,这样的旋律就是夏天的味道，就是爱情的微甜，就是迷茫中向往美好，就是我们这代人的青春
下个，路口，见,李宇春、,流行-华语流行、,抒情、,国语,97,曲风轻快、节奏强烈、律动感十足，是一首春天气息的浪漫香颂。 而这首歌之所以出彩，大半部分还得归功于李宇春的个人特质。她的词、音色和演绎方式，让这首甜蜜基调的歌还透着股潇洒劲儿，显得神采飞扬又摩登时尚。 跳跃的跳奏、轻松动感的旋律，轻易而举地占据了脑袋。
离开地球表面,五月天、,摇滚、,热血、动感、活力、激烈、,国语,139,
催眠,王菲、,另类/独立-另类流行、,抒情、悲伤、爱情、苦情、放松、,国语,92,
说爱你,蔡依林、,流行-华语流行、,抒情、,国语,102,整首歌充满了欢快愉悦的气氛，谱曲由周杰伦亲自操刀完成，歌曲节奏一起很快便能感觉出浓郁的杰式情歌风格。“直到确定手的温度来自你心里，这一刻我终于勇敢说爱你”，歌词写出了表达爱意那朦胧羞涩的感觉。
公路之歌,痛仰乐队、,摇滚-流行摇滚、,热血、抒情、动感、悲伤、快乐、思念、活力、放松、治愈、孤独、酒吧、旅游、正直、轻快、洒脱、正能量、遗憾、感人、,国语,120,贝斯规律地上行重复，配合音高平稳的吉他下行滑弦，铺开了一条通往南方的绵延公路。多为下行的人声旋律以坚定取代了迷惘。solo部分连续的吉他勾击弦配合延迟效果，打破了全曲一往直前的线性规律，相对跳跃地带入了星光与鲜花。
烦恼歌,张学友、,流行-华语流行、,抒情、动感、悲伤、爱情、思念、活力、,国语,93,极具流行感的节奏，前后的伴唱足以让你没烦恼，好似吊儿郎当，又有节奏，妙不可言！
思念是一种病,张震岳、蔡健雅、,流行-华语流行、,甜蜜、抒情、悲伤、爱情、思念、酒吧、,国语,89,这首歌把厚重的思念竟写得很轻快，如同绿色的树枝摇晃着把清风送进了病房，心情的阴郁被吹开了一道缝，慢慢地开朗起来。
最佳损友,陈奕迅、,流行-粤语流行、,抒情、悲伤、孤独、,粤语,72,歌曲讲述的是朋友间由亲到疏的过程与感悟，娓娓道出了时间的无情、际遇的无奈、人生的无常。歌词先从缅怀下笔，彼此背驰后，仍然对过去满是不舍，想来过去如此不堪回首，却总是常常忍不住的怀缅。知道彼此再难像过去那样促膝把酒了，但起码当时的我痛快而尽情地走过
后来的我们,五月天、,摇滚-流行摇滚、流行-华语流行、,抒情、悲伤、爱情、思念、苦情、放松、憧憬、治愈、孤独、洒脱、遗憾、感人、,国语,77,
来自天堂的魔鬼,G.E.M.邓紫棋、,流行-华语流行、,热血、抒情、动感、紧张、悲伤、快乐、爱情、思念、活力、孤独、神秘、酒吧、,国语、英语,135,钟鼓敲击的声响，一个仿如地底黑天使的呐喊，渴望，声嘶力竭，去冲破封印。
和你一样,李宇春、,流行-华语流行、,热血、抒情、动感、悲伤、爱情、思念、放松、治愈、KTV、正能量、,国语,83,朗朗上口的旋律加上感人至深的歌词一经唱出便打动了无数人的心，该作品也因此得以广泛流传。用最直白的方式表达着情感。可以感受到人与人之间心照不宣的深情和默契。
这，就是爱,张杰、,流行-华语流行、,甜蜜、热血、抒情、动感、爱情、思念、浪漫、放松、婚礼、,国语,135,绕梁的旋律，给人以力量和温暖。初中时带着懵懵懂懂的对爱的理解，将这首歌听了又听，是对理想和你的渴望。现在理想依在，没有你。
春风吹,方大同、,节奏布鲁斯-当代节奏布鲁斯、,动感、悲伤、爱情、放松、,国语,67,恍惚间，耳机随机播放的歌，一首《春风吹》唤醒了尘封的记忆。伴着公交车的轰鸣声和路旁些许昏黄的灯光，思绪回到了沪杭之旅。缓缓驶入站牌，下车。到了一个熟悉又陌生的地方，就像初次见到外滩的期待。风徐徐吹过头发，夹带着一丝来自北方的气息，温和而又微寒，与外滩的风何曾相似。
彩虹的微笑,王心凌、,流行-华语流行、,甜蜜、热血、动感、可爱、快乐、爱情、活力、,国语,125,再听这首歌以为会是遗憾，毕竟这时光一去不复返，结果又觉得庆幸，这首歌像时光机器，一听的话好像又能回到以前，能把我以前的记忆全带回来。总之人得往前走，但也不要忘记回头看。
Honey,王心凌、,流行-华语流行、,抒情、,国语,142,这个版本编曲更加动感了，唱歌发声部位靠后了，一些词句尾音加入了叹气声，总之是更成熟的一种唱法。
勇气,梁静茹、,流行-华语流行、,抒情、,国语,57,《勇气》是梁静茹的成名作，唱出了小女生为了爱奋不顾身的勇气，传唱大江南北。鲜为人知的是，《勇气》在马来西亚录音时，梁静茹患了重感冒，有很重的鼻音，她准备一大包面纸擤鼻涕。“难得拥有这种小小的缺陷美吧！当时就觉得那个鼻音蛮有特色。”
飞机场的10:30,陶喆、,节奏布鲁斯-当代节奏布鲁斯、,抒情、爱情、浪漫、,国语,73,不管多烦躁，每次听到陶喆的歌都能安静下来，享受完整个歌曲，他的歌真有一种独特的温柔感。超前的编曲，无懈可击的转音，无法想象这是23年前的作品，我想他的歌永远都不会过时。
倔强,五月天、,摇滚-流行摇滚、流行、,热血、抒情、动感、快乐、爱情、思念、KTV、正能量、,国语,77,这首歌表达了歌者坚韧不拔，永不退缩，主宰命运，充满希望，整首歌都散发着那种倔强执着的个性，英式摇滚曲风倔强流窜“飘一代”的血液，美式摇滚音色倔强表态“我这国”的神情。年少轻狂的霸气。
海阔天空,Beyond、,摇滚-流行摇滚、流行、,抒情、KTV、,粤语,76,真正的听出了海阔天空的感觉，从曲子的一开始困难的处境，再到远大的理想，歌声中大写的激昂和坚强，以及为了梦想不畏惧未来。
Tell Me,潘玮柏、徐洁儿、,嘻哈说唱-流行说唱、,抒情、,国语,119,在那个手机还是和弦的时代。在没有课的午后，细微的阳光偷摸的从窗户溜进来。有人点了一根烟， 宿舍立马烟雾缭绕。潘帅的声音从低音炮里传来。如此的青春， 如此的有活力！
处处吻,杨千嬅、,流行-粤语流行、,抒情、动感、悲伤、可爱、快乐、爱情、思念、浪漫、活力、酒吧、轻快、,粤语,118,粤语摇滚，节奏轻快，曲律常听感觉还是很新鲜，歌词朗朗上口，看到了playboy的花花世界。
十年,陈奕迅、,流行-华语流行、,抒情、悲伤、,国语,61,《十年》是中国香港男歌手陈奕迅演唱的一首歌曲，由林夕作词，陈小霞谱曲，改编自陈奕迅演唱的粤语歌曲《明年今日》。该歌曲是陈奕迅经典情歌代表作之一，收录于陈奕迅2003年5月发行的专辑《黑白灰》中。
隐形的翅膀,张韶涵、,流行-华语流行、,抒情、,国语,71,隐形的翅膀是一首温馨的励志歌曲，歌中无论是旋律或是歌词涵义都给人希望、温暖与安定的力量，感染人们要坚强地面对人生，能够走出生活的阴霾与不幸，雨过天晴，人的一生总有挫败，但是尽管如此，也不应该放弃生活。
带我走,杨丞琳、,流行-华语流行、,抒情、,国语,70,多年后听，伴奏的音乐好像更有感觉，心跳跟着钢琴键起起落落。到遥远的的以后，不知道的遥远的以后
红玫瑰,陈奕迅、,流行-华语流行、,抒情、,国语,63,不得不先夸陈奕迅的唱功，和他大部分歌的唱法不一样。《红玫瑰》这首用比较muted的唱法，唱出一个内心狂热，孤独，矛盾，无力，出轨男的内心独白。编曲有一种迷离的凄美，这个故事结构极度慎密，比喻用得非常到位，用故事说出寓意。
流星雨,F4、,原声带-电视剧原声、流行-华语流行、,甜蜜、抒情、幸福、快乐、爱情、思念、慵懒、浪漫、放松、婚礼、,国语,67,21世纪初，凭偶像剧《流星花园》爆红，F4成为炙手可热的亚洲宠儿。演而优则唱，成功举办多场大型世界巡回演唱会，横扫各大音乐颁奖礼重大奖项，影响力触及华人地区及亚洲各地，受到国际媒体的重点报导。十年来在日韩及东南亚的人气地位屹立不倒，昔日创下的无数华人纪录至今无人可破。
不要说话,陈奕迅、,流行-华语流行、,抒情、悲伤、抑郁、爱情、思念、苦情、憧憬、孤独、KTV、酒吧、正直、遗憾、感人、,国语,66,这首歌的低音部分很适合陈奕迅的声线，低低的不间断的流动的旋律，配合叙述感觉的歌词，平静又温暖，副歌部分的旋律上口易记，歌曲整体的旋律性很好，是让人听到第一耳就会爱上的好歌。歌词虽无特别之处，但也朴实真切的写出暗恋的感觉
喜欢你,G.E.M.邓紫棋、,流行-粤语流行、,甜蜜、抒情、幸福、悲伤、快乐、爱情、思念、浪漫、放松、婚礼、酒吧、感人、,粤语,78,细腻的前奏，仿佛置身其间，纯洁无暇的歌声，深情的演唱，令人忍不住再听一遍，真情的歌词，仿佛回到了和你牵手的时候。
大城小爱,王力宏、,流行-华语流行、,抒情、悲伤、快乐、爱情、思念、浪漫、婚礼、,国语,65,
达尔文,林俊杰、,流行-华语流行、,抒情、悲伤、平静、快乐、爱情、放松、治愈、孤独、洒脱、遗憾、,国语,67,
普通朋友,陶喆、,节奏布鲁斯-当代节奏布鲁斯、,甜蜜、抒情、清新、平静、快乐、爱情、思念、慵懒、浪漫、放松、憧憬、治愈、轻快、洒脱、友情、,国语,85,这首歌非常能体现陶喆的作曲功力和灵气，而且陶的音色给人典雅、纯净的感觉，非常完美
百年孤寂,王菲、,摇滚-流行摇滚、,热血、抒情、动感、悲伤、爱情、思念、活力、放松、孤独、KTV、洒脱、,国语,75,以前听这首歌觉得像是北欧皇室蓄谋已久的政治剧变，暗潮汹涌又足够深情，是从单晶杂质中提炼出的量子纹路的卵石，是魔幻现实主义的加西亚·马尔克斯。遇见你之后，美的更美，空灵的更加空灵。
千年之恋,F.I.R.、,流行-华语流行、,抒情、动感、悲伤、爱情、思念、活力、孤独、KTV、正能量、,国语,71,起源于大漠中摇曳的风铃，旋律却仿佛倾诉出感怀一个辉煌纪元的旷世悲歌，最终在风铃声中重新归于沉寂。这也是画面感令人震撼的听觉盛宴。
如果这都不算爱,张学友、,摇滚-流行摇滚、流行、,热血、抒情、动感、悲伤、爱情、思念、放松、KTV、酒吧、洒脱、,国语,118,富有节奏的旋律配上歌词的韵律仿佛在述说着故事，歌词真的很彰显功力
很爱很爱你,刘若英、,流行-华语流行、,抒情、,国语,122,刘若英的歌声对我来说不像奶茶，像玻璃杯里的温开水，把杯壁烫得愈发温热，然后传到手心，得一手温暖。
布拉格广场,蔡依林、周杰伦、,流行、嘻哈说唱-流行说唱、,抒情、动感、幸福、快乐、爱情、慵懒、浪漫、活力、放松、憧憬、治愈、轻快、洒脱、正能量、,国语,95,这首歌给人一种神秘的感觉，似乎是在一个废弃的教堂里，繁叶长到了玻璃窗的铁栏杆上，阳光照射到里面，非常的神奇，中间又展示了像18世纪的街上的景象，缥缈又奇怪
Honey Honey,孙燕姿、,流行-华语流行、,甜蜜、可爱、快乐、爱情、放松、KTV、婚礼、酒吧、,国语,101,
算你狠,陈小春、,流行-华语流行、,抒情、动感、活力、酒吧、,国语,93,
王妃,萧敬腾、,摇滚-流行摇滚、流行-华语流行、,热血、动感、,国语,127,《王妃》作曲者为李偲菘，他认为创作源于生活，通过观察生活，从生活中吸取养分，找到天然的律动。而其演唱者萧敬腾则表示歌曲名称本身充满了征服、霸占的感觉，阐述了自身对音乐的企图心，音乐就是他的王妃。同时，萧敬腾还表示整首歌表达了爱情的信念，即使粉身碎骨，也要坚定去爱！
成全,林宥嘉、,流行-华语流行、,抒情、悲伤、孤独、KTV、,国语,79,
玫瑰少年,五月天、,流行-华语流行、,热血、抒情、动感、悲伤、爱情、思念、浪漫、孤独、正直、洒脱、正能量、感人、,国语,96,
改变自己,王力宏、,流行-华语流行、,抒情、,华语,105,
马德里不思议,蔡依林、,流行-华语流行、,可爱、快乐、,国语,119,
最后一次温柔,金城武、,流行-华语流行、,抒情、放松、KTV、,国语,,
小小蚂蚁,潘玮柏、,流行-华语流行、,快乐、慵懒、放松、,国语,94,
看我72变,蔡依林、,流行-华语流行、,动感、活力、,国语,130,
胆小鬼,梁咏琪、,流行-华语流行、,甜蜜、抒情、悲伤、快乐、爱情、思念、放松、孤独、KTV、酒吧、轻快、,国语,114,听这首歌感觉就是  春日午后，时光恬淡，岁月悠然，沙发上沐浴初春的暖阳，窗台前拂过耳畔的清风，微闭双眼，享受春日的慵懒。
我们的爱,F.I.R.、,流行-华语流行、,抒情、悲伤、,国语,68,《我们的爱》虽然是情歌，但却选择了不一样的角度，跳脱出一般情歌的悲情基调，利用钢琴与弦乐的配合，带出华美的爵士乐风，主唱飞随着完美起伏的旋律展现真假音的自由切换，旋律大气、华丽！
在雨中,汪峰、,摇滚、,动感、放松、正能量、,国语,130,
快乐崇拜,潘玮柏、张韶涵、,嘻哈说唱-流行说唱、,热血、动感、快乐、爱情、活力、轻快、正能量、,国语,124,《快乐崇拜》是翻唱自韩国组合Turtles的《Come On》 ，后由马毓芬编曲，歌词是潘玮柏与林夕一同完成，潘玮柏亲自撰写Rap说唱部分，歌词将70、80、90 年代的潮流玩物一网打尽，讲述70年代-Y世代的变迁，张韶涵在其中助唱 。歌曲主要想表达世界上唯独一样东西一直流传着，那便是快乐的心态 。
恋爱ing,五月天、,流行-华语流行、,可爱、快乐、,国语,98,
海芋恋,萧敬腾、,摇滚-流行摇滚、流行-华语流行、,甜蜜、热血、动感、可爱、快乐、爱情、放松、治愈、酒吧、轻快、正能量、,国语,78,听起来感觉就像在一个天气很好的日子里谈恋爱，阳光灿烂鸟语花香欢声笑语，空气中都是甜味。
你要跳舞吗,新裤子、,摇滚、,快乐、,国语,149,每次听新裤子的歌，像是穿梭回八十年代，忧伤美好压抑的激情含蓄地喷薄，年轻人在歌舞厅跳的满头大汗，我很怀念它，虽未曾生在80年代..
绿光,孙燕姿、,流行-华语流行、,热血、抒情、动感、快乐、爱情、轻快、正能量、,国语,105,
凄美地,郭顶、,流行-华语流行、,抒情、,华语,124,这首歌总有种把很多宏大的意象混杂在一起但偏偏有种奇妙的和谐的感觉。像是热带的雨下在撒哈拉开了盛大的花。
带我去找夜生活,告五人、,摇滚-流行摇滚、,热血、抒情、清新、悲伤、快乐、爱情、浪漫、放松、治愈、孤独、轻快、洒脱、正能量、,国语,128,听这歌我感觉就像是在一个末夏的晚上和一个开朗的女友在她家楼顶吹晚风看烟火气的悠闲喜悦。
多远都要在一起,G.E.M.邓紫棋、,流行-华语流行、,甜蜜、抒情、动感、幸福、悲伤、抑郁、快乐、爱情、思念、浪漫、放松、憧憬、孤独、酒吧、轻快、洒脱、正能量、感人、,国语,135,多远都要在一起这首曲子整曲由钢琴伴奏，旋律如同心跳一般高低起伏，气氛一直在往上提到中间地段节奏和氛围的渲染让歌再次升华，在氛围的衬托下带着速度为节奏二倍的音效将主旋律抛出，爱没学过地理，我能接受异地恋接受不了你的离去，到最后，一切音效消失，全曲终。
你要的全拿走,胡彦斌、,流行-华语流行、,抒情、悲伤、快乐、爱情、思念、浪漫、苦情、酒吧、轻快、洒脱、遗憾、,国语,66,《你要的全拿走》讲述分离，讲述恋情的结束、爱情的结果。实则很伤，歌曲从始至终都在描绘一副孤独、清冷的意境，只是浓度不同，轻重有别，挣扎，执着，诉诸放手。歌曲开头，优雅而寂寥的钢琴弹奏切入，落寞，抽离，将第一段主歌内容准确地演绎出来，并一点点展露电音合成器的痕迹，逐渐加大。
别找我麻烦,蔡健雅、,流行-华语流行、,抒情、,国语,179,风格最为清爽的作品，歌词可爱地唱着生活中的小烦恼，但是却让人听到了阳光面。旋律有着轻快、浪漫的法式小调情怀！
棉花糖,至上励合、,流行-华语流行、,抒情、,国语,97,《棉花糖》由马雪阳作词、作曲。这首歌曲是马雪阳为至上励合量身打造的一首歌曲。马雪阳创作的DEMO是用吉他搭建的民谣，但制作人听到后，认为可以将这首歌编成小舞曲风格，发展舞蹈[多多可怜]部分的可能性。经过修改后，马雪阳创作完成了《棉花糖》这首歌。
日不落,蔡依林、,流行-华语流行、,抒情、,国语,127,
修炼爱情,林俊杰、,流行-华语流行、,抒情、悲伤、孤独、,国语,67,林俊杰的曲将词作的优美谱上浓浓中国风，彷佛闭上双眼就看到一张高雅的山水画，音乐如捐捐细流般流过双耳，洗涤对爱情的迷惘，带给人幸福的力量。缠绵动听的文字与乐句，让我们在茫茫人海中不再苦苦搜寻。
月牙湾,F.I.R.、,流行-华语流行、,甜蜜、抒情、清新、动感、幸福、快乐、爱情、浪漫、放松、治愈、KTV、酒吧、轻快、洒脱、正能量、感人、,国语,86,运用了中国的笙、美国的斑鸠琴和印度西塔琴等乐器，巧妙结合东西方乐器的精华，开创FIR音乐更宽阔的格局；主唱飞这一次舍弃了以往充满摇滚味道的唱法，改以吟唱的方式来诠释，自创九转十八弯式唱腔，将这首歌细腻的情感表达的丝丝入扣，并且还自己设计了梵音堆叠式的合音，增添了令人遐想的神秘风情。
宁夏,梁静茹、,流行-华语流行、,抒情、,国语,83,《宁夏》是一首梁静茹代表歌曲，宛如夏夜清风拂面，明月朗朗。单纯的歌词，加上梁静茹纯净的声线，像是有人在低声讲述着童话，传达出夏天的景象。不花俏、不追赶所谓的流行，淳朴而温暖的旋律和词作却让人听一遍就能跟着哼唱。
给你一瓶魔法药水,告五人、,摇滚-独立摇滚、,热血、抒情、动感、快乐、爱情、浪漫、活力、旅游、有氧、家务、,华语,98,这是一首男女音混合，略微带点快节奏的歌，踩着架子鼓的节拍伴奏，欢快又向往自由的奔放，旋律轻松又有能量，感受到了游遍了宇宙银河系般的乐趣，却不及跟随你的脚步一起，只对你偏心的爱，这是魔法一样的神奇，期待着只想和你一起的美好心愿！
情歌王,古巨基、,流行-华语流行、,抒情、悲伤、爱情、思念、孤独、KTV、婚礼、,国语,136,编曲很重要，而且歌曲串烧的排列也很有意思，从开始几首是爱你，想你，如果爱，然后中间的分离，吻别，伤心，到最后的怀念，思念，心太软，把全部歌曲按顺序排列出来，对照歌词去听歌然后去体会那种从相爱到怀念的感觉，很奇妙啊
爱你,王心凌、,流行-华语流行、,甜蜜、动感、快乐、爱情、浪漫、活力、KTV、,国语,100,她像夏天草莓味的晚霞，和一大勺西瓜味的月亮，以及几颗蜜桃味的星星，用带着满是雪糕味的甜而不腻的嗓音，吹开了少女的无限心事。
向云端,小霞、海洋Bo、,流行-华语流行、嘻哈说唱-流行说唱、民谣-流行民谣、,甜蜜、热血、抒情、清新、动感、幸福、紧张、悲伤、平静、梦幻、抑郁、可爱、快乐、爱情、思念、慵懒、浪漫、活力、放松、憧憬、治愈、孤独、神秘、正直、轻快、洒脱、正能量、亲情、大气、友情、遗憾、感人、,国语,69,
欧若拉,张韶涵、,流行-华语流行、,抒情、清新、悲伤、可爱、快乐、爱情、放松、正能量、,国语,83,这首歌张韶涵唱出属于World Music世界音乐的温暖语言，仿佛如北极光黎明女神欧若拉Aurora在吟唱大地之歌。深具异国风情的编曲，加上作词家施立别出心裁的歌词，呈现出张韶涵直接的声音穿透力，让听者仿佛感受到声音的光芒。
Love Song,方大同、,节奏布鲁斯-当代节奏布鲁斯、流行-华语流行、,甜蜜、抒情、幸福、悲伤、快乐、爱情、浪漫、放松、KTV、婚礼、,国语,114,每次听到方大同的声音 就像被拥入温暖的怀抱 舒适又安逸
大眠,王心凌、,流行-华语流行、,抒情、悲伤、,国语,67,《大眠》是一首旋律抓耳的抒情曲 ，在编曲上运用了弦乐，与此同时，作词人施人诚用独特的观点来切入爱情 ；在歌曲上把控情绪的放肆与拘谨 ，使得整首歌曲具有张力，而王心凌用走心的唱腔诠释出情感世界里美好与痛苦，也让听众看到了王心凌音乐表现力的潜质 。
过火,张信哲、,流行-华语流行、,抒情、悲伤、KTV、,国语,63,我一直只喜欢前两句，但是能写出这两句的人，我太佩服，这旋律太动人，太无奈，太痛。追问到沙哑，最终还是自己放手
素颜,许嵩、何曼婷、,流行-华语流行、,抒情、爱情、浪漫、放松、憧憬、KTV、,国语,84,每回听这首歌，脑海中总是不自觉的浮现出美好的感觉。大概是春末夏初，窗外天光热烈，绿树抽新芽，白云悠悠的飘着，一尾带着些许花香的气息的风柔柔的抚摸着你的身体，摇晃加入冰块装着汽水的杯子，叮铃作响，此刻生命美好。
至少还有你,林忆莲、,流行、,抒情、,国语,62,
年轮,张碧晨、,原声带-电视剧原声、流行-华语流行、,抒情、,国语,73,张碧晨唱这首歌很有带入感，容易让人想到温暖安宁的生活场景。却又透露出一股斯人已去旧景不在而无可奈何的感叹。   整曲风的变化，在最后，透露出一种浓浓的追忆却只会藏在心底最深处之感。  韵味十足。
不得不爱,潘玮柏、弦子、,流行-华语流行、,抒情、,华语、英语,80,翻唱自韩国经典《Please Tell Me Why》，弦子的音色，甜度十足；潘玮柏的歌声则将“个性”和“深情”恰到好处地结合在一起。拉丁风格的前奏和两位歌者默契十足的演唱，让这首歌萦绕着浓浓的浪漫氛围，即使只听过一遍，都相当难忘。
