歌名,歌手,曲风,推荐标签,语种,BPM,乐评
Trailwalker,Phil Keaggy、,,清新、快乐、放松、,纯音乐,,
Full,Pino Forastiere、,民谣、,清新、放松、,纯音乐,,
Sleepytime,Alex de Grassi、,,,纯音乐,122,
Inspiration,Phil Keaggy、,,冥想、放松、,纯音乐,,
Tenerife Sea,Guitar Dreamers、,摇滚、,放松、治愈、冥想、,纯音乐,123,
Renaissance Boy,Phil Keaggy、,,放松、,英语,166,
Moresco,Pino Forastiere、,,放松、治愈、冥想、,英语,,
Maturity,Phil Keaggy、,,抒情、平静、放松、,纯音乐,76,
Burning House,Guitar Dreamers、,摇滚、乡村、,平静、放松、治愈、,,143,
Scirocco,Pino Forastiere、,民谣、,平静、放松、冥想、,英语,,
Another Shore,Alex de Grassi、,轻音乐、新世纪、,放松、治愈、,纯音乐,108,
Circolare,Pino Forastiere、,流行-器乐流行、,抒情、平静、放松、,英语,,
Three Quarter North,Ed Gerhard、,,平静、放松、,纯音乐,,
My House,Guitar Dreamers、,摇滚、,清新、放松、,,192,
Duet,Ed Gerhard、,流行-器乐流行、,放松、,纯音乐,166,
Like a Wrecking Ball,Guitar Dreamers、,摇滚、,放松、,,139,
Safe Haven,Sönke Meinen、,摇滚-民谣摇滚、,抒情、放松、,英语,117,
Holocene (Instrumental),Guitar Dreamers、,流行、,放松、,纯音乐,150,
Imagine / Across the Universe,Ed Gerhard、,,平静、放松、,纯音乐,,
Resolution (Instrumental),Guitar Dreamers、,流行、,清新、放松、治愈、,纯音乐,128,
Air,Guitar Dreamers、,轻音乐、,放松、治愈、,,104,
Give Me Love,Guitar Dreamers、,摇滚、,清新、放松、,,118,
Runaway,Guitar Dreamers、,摇滚、,清新、放松、,,96,
小狗布鲁斯,万晓利、,蓝调、,动感、放松、,华语,81,
老狗,万晓利、,流行-华语流行、,慵懒、放松、,国语,,
等等，难道他需要一件快乐的外套,万晓利、,民谣、,热血、动感、活力、,华语,,
墓床(顾城),万晓利、,民谣-华语民谣、,抒情、悲伤、冥想、,国语,,
妈妈,万晓利、,民谣-华语民谣、,抒情、悲伤、放松、KTV、,国语,122,
孤独鸟 (Live),万晓利、,原声带-综艺原声、,悲伤、抒情、慵懒、放松、,华语,,
狐狸 (live版),万晓利、,原声带-综艺原声、流行-华语流行、,动感、活力、,华语,127,
哦， 及时行乐（合唱版）,万晓利、万畅、,民谣-独立民谣、民谣-华语民谣、,热血、动感、放松、,国语,111,
姑娘啊 你真傻,万晓利、,民谣-华语民谣、,热血、动感、,国语,79,
狐狸,万晓利、,另类/独立、,动感、放松、KTV、,国语,,
除夕,万晓利、,民谣、,抒情、,华语,,
丝绒蝴蝶,万晓利、,民谣-华语民谣、,悲伤、放松、,国语,,
时光灯,万晓利、,民谣-华语民谣、,抒情、动感、活力、放松、,国语,,
痛，也不能,万晓利、,摇滚-民谣摇滚、民谣、,抒情、悲伤、KTV、,国语,,
夏末,万晓利、,民谣-华语民谣、,慵懒、放松、,国语,,
土豆,万晓利、,民谣-华语民谣、,抒情、清新、动感、活力、放松、,国语,125,
南庭时光 (live版),万晓利、,原声带-综艺原声、民谣-华语民谣、,KTV、放松、抒情、,国语,98,
你，来替我做个梦,万晓利、,民谣、,正能量、幸福、快乐、,华语,94,
不要问星星有几颗 (Live),万晓利、,原声带-综艺原声、,活力、动感、,华语,,
回到森林的鸟,万晓利、,民谣、,抒情、悲伤、孤独、,华语,,
花语（Flower Words）,杨楚骁、,流行、,平静、放松、,纯音乐,100,
涙そうそう（泪光闪闪）（指弹吉他独奏版）,王晔慜、,流行、,平静、放松、,纯音乐,,
Fear,王晔慜、,轻音乐、,悲伤、放松、抒情、,,,
紅,王晔慜、,轻音乐、,学习、放松、平静、,,,
陽,王晔慜、,轻音乐、,悲伤、平静、放松、孤独、,纯音乐,157,
Every Breath You Take (Acoustic Instrumental),Casper Esmann、,流行、,放松、,英语,121,
How To Save A Life (Acoustic Instrumental),Casper Esmann、,流行、,抒情、放松、,英语,103,
River Flows in You,Casper Esmann、,流行-器乐流行、轻音乐、,放松、抒情、治愈、,,,
Fearless in the Dark,Daniel Padim、,另类/独立、,放松、治愈、,英语,136,
撒野,奏有、,流行-器乐流行、,放松、抒情、,纯音乐,167,
Beautiful Sunshine,Youngso Kim、,古典-古典跨界、,放松、,纯音乐,108,
Circle Of Days,Ken Verheecke、,古典-古典跨界、,放松、治愈、,,162,
(I've Had) the Time of My Life,Luca Stricagnoli、,民谣、,放松、,,117,
Love of my life,郑晟河、,流行、,放松、,英语,169,
You,Casper Esmann、,,,英语,,
Can't Help Falling in Love,Casper Esmann、,轻音乐、,,,,
Nandemonaiya,Casper Esmann、,,,英语,,
Life Goes On (Acoustic Instrumental),Guus Dielissen、Casper Esmann、,流行、,,英语,76,
See You Again,CallumMcGaw、Casper Esmann、,另类/独立、,,,80,
Mom Sweet Home,Daniel Padim、,另类/独立、,放松、抒情、,英语,144,
Song For a King,Daniel Padim、,另类/独立、,放松、,英语,109,
Still Flying,Daniel Padim、,另类/独立、,放松、治愈、,英语,130,
Temple Spire,Daniel Padim、,另类/独立、,抒情、放松、,英语,162,
Kingdom Gates,Daniel Padim、,另类/独立、,抒情、放松、,英语,125,
Rise,郑晟河、,,清新、快乐、放松、,纯音乐,86,
SKYLIT: Familiar Places (Act III),Tobias Rauscher、,,放松、,英语,106,
夜的气息,Oim、奏有、刘逸辰、,轻音乐、,平静、放松、,纯音乐,66,
Sunday Morning,井草圣二、,流行-器乐流行、,快乐、轻快、,纯音乐,137,
还是要祝你幸福,杨泽JD、,流行、,抒情、悲伤、平静、放松、,纯音乐,117,
silent night+望春风（指弹改编）,small_run、,轻音乐、,平静、放松、学习、,,,
原创指弹《明信片》,弦钉、,轻音乐、,平静、放松、,纯音乐,,
打上花火/吉他指弹版,弹吉他的张大猫、,二次元、,平静、放松、,纯音乐,88,
指弹改编《哭砂》（Cover 张惠妹）,弦钉、,流行、,抒情、平静、放松、,,,
グリーン・ウィローGuitar2,池頼広、,原声带-电视剧原声、轻音乐、,抒情、平静、放松、学习、,纯音乐,74,
If I Can't Have You (Fingerstyle),Daniel Padim、,流行、,放松、,英语,132,
Ouray,Don Ross、Andy McKee、,民谣、,清新、放松、快乐、,纯音乐,,
The Breeze Diary（微风记）,胡洋、,轻音乐、,清新、放松、,纯音乐,141,
As Eddie Leaves the Building,Don Ross、,民谣、,清新、放松、,纯音乐,,
Song for a King,Daniel Padim、,新世纪、,放松、,纯音乐,95,
Tiny Sprout,伍々慧、,,悲伤、平静、放松、,纯音乐,182,
我的故事,陈亮、,,悲伤、放松、治愈、学习、,纯音乐,142,
The Sound Of Silence,Luca Stricagnoli、,摇滚-民谣摇滚、,放松、冥想、,英语,101,
The Scientist,Daniel Padim、,流行、,放松、,英语,160,
Mom Sweet Home,Daniel Padim、,流行、,抒情、放松、,英语,144,
sweet,苍小天、,,清新、快乐、爱情、放松、,纯音乐,117,
かたわれ時(黄昏之时),杨楚骁、,轻音乐、,悲伤、放松、,纯音乐,64,
Desert Island,西村ケント、,流行-日本流行、,悲伤、放松、孤独、,纯音乐,122,
一起走过的日子,苍小天、,轻音乐、,放松、冥想、,纯音乐,,
North Line,GIN、,轻音乐、,清新、快乐、放松、治愈、学习、助眠、轻快、,纯音乐,94,
Passage,GIN、,轻音乐、新世纪、,抒情、放松、冥想、,纯音乐,110,
Revolution（翻自 Conny Berghäll）,周键豪、,,可爱、快乐、放松、旅游、,纯音乐,94,
A Million Dreams (The Greatest Showman) [Fingerstyle],Daniel Padim、,原声带、,放松、治愈、,纯音乐,157,
迷雾路 Misty Road,姜星、,轻音乐、,平静、放松、,华语,,
恒星 Fixed Star,姜星、,轻音乐、,平静、放松、,华语,,
Daddy (Fingerstyle),Daniel Padim、,流行、,抒情、悲伤、,英语,64,
Mother,Antoine Dufour、,民谣、,动感、活力、,英语,,
Step Back,陈伟凯（Weekend Chan）、,,,,,
Drifting Away,Tobias Rauscher、,,放松、,英语,119,
繁星,孙培博、,流行、,抒情、放松、,纯音乐,126,
EDEN,押尾コータロー、,流行-日本流行、,抒情、平静、放松、,纯音乐,91,
フォトグラフ,押尾コータロー、,流行-日本流行、,放松、,纯音乐,111,
Song for a Rainy Morning,Tommy Emmanuel、,流行-成⼈时代、,清新、放松、,英语,181,
Sweet Home Alabama,Luca Stricagnoli、,摇滚-民谣摇滚、,梦幻、可爱、快乐、放松、,英语,90,
Flying with White Wings,Daniel Padim、,另类/独立、,放松、酒吧、,纯音乐,77,
NOW WE ARE FREE,Luca Stricagnoli、Meg Pfeiffer、,,抒情、悲伤、放松、治愈、,纯音乐,,
随着时光流逝,群星、,流行-华语流行、,,纯音乐,,
Falling Slowly (Acoustic Guitar Duet),Ulli Boegershausen、Agustín Amigó、,流行、,悲伤、放松、,纯音乐,,
It's Never Too Late,Tommy Emmanuel、,流行-成⼈时代、,,英语,,
青城山下白素贞,宋依凡（Ivan Song）、,流行、,抒情、动感、悲伤、平静、活力、放松、,纯音乐,137,
可爱如你,杨泽JD、,流行、,抒情、悲伤、平静、放松、,纯音乐,,
The Real Slim Shady,Luca Stricagnoli、,民谣、,动感、可爱、快乐、,英语,101,
Iron Maiden,Luca Stricagnoli、,民谣、,动感、梦幻、可爱、快乐、放松、,英语,152,
Wedding Bell,郑晟河、,,学习、放松、治愈、,纯音乐,133,
Etude,郑晟河、,,平静、放松、治愈、,纯音乐,171,
晨,刘嘉卓、,流行、,可爱、快乐、,纯音乐,120,
告白的雨夜,武言圣、,流行、轻音乐、,悲伤、放松、,纯音乐,75,
Jupiter,Will McNicol、,民谣、,,纯音乐,,
星罗云布,陈亮、,轻音乐、,抒情、平静、放松、,纯音乐,104,
Smile,GIN、,流行-器乐流行、,,纯音乐,103,
Brothers,Ed Gerhard、,,,,,
Bubu Car,陈伟凯（Weekend Chan）、,,,,,
Lose Yourself,Luca Stricagnoli、,,可爱、快乐、放松、,纯音乐,84,
Play for you,康硕Kenny、,轻音乐、,抒情、放松、学习、,纯音乐,178,
Drivetime,Tommy Emmanuel、,流行-成⼈时代、,清新、快乐、放松、,纯音乐,170,
For My Father,Andy McKee、,爵士、,,英语,,
Take Your Time,Alexandr Misko、Dmitriy Toporov、,,放松、,英语,99,
See you again,刘嘉卓、,流行、,悲伤、孤独、,纯音乐,76,
笑东风,杨昊昆、,,快乐、轻快、,纯音乐,98,
Moon Passing By,Ken Verheecke、,新世纪、,,纯音乐,,
Wider Than Words,Ken Verheecke、,新世纪、,,纯音乐,,
Kite,Ken Verheecke、,新世纪、,,纯音乐,,
Mountain Sunrise,Ken Verheecke、,新世纪、,,纯音乐,,
Yellow (Coldplay) [Fingerstyle],Daniel Padim、,,抒情、放松、治愈、,纯音乐,94,
逆行的人,成磊、,流行、,放松、抒情、,纯音乐,,
세월(Sewol)  세월호 추모곡,Youngso Kim、,轻音乐、,放松、平静、,纯音乐,,
모든 날 모든 순간,Youngso Kim、,,放松、平静、,纯音乐,68,
Memories,Youngso Kim、,,抒情、悲伤、放松、孤独、,纯音乐,76,
Something Just Like This Cover,Youngso Kim、,,可爱、快乐、放松、,纯音乐,112,
Anger,Okapi、,,可爱、快乐、放松、,纯音乐,61,
BLUE,Okapi、,,放松、,纯音乐,80,
Harmonics Got Crazy,Daniel Padim、,民谣、,抒情、,纯音乐,110,
恋するフォーチュンクッキー,DEPAPEKO、,,梦幻、放松、快乐、清新、,纯音乐,124,
老城旧梦（Dreams of the past）,杨昊昆、,,抒情、思念、,纯音乐,60,
枫叶城（The City of Maple Leaf ）,杨昊昆、,,抒情、快乐、轻快、,华语,54,
Every Now And Then,郑晟河、,轻音乐、,抒情、放松、旅游、,纯音乐,125,
Dawn's Embrace,Ken Verheecke、,轻音乐、,放松、冥想、,英语,176,
Daily Life,城直樹、,,清新、快乐、放松、KTV、,纯音乐,,
おしょうしな,下山亮平、,轻音乐、,抒情、放松、,纯音乐,,
Rain on Qingming Bridge,Will McNicol、,,学习、放松、冥想、平静、,纯音乐,,
Reeds on Taihu Lake,Will McNicol、,,,纯音乐,,
1時間,陈亮、宋依凡（Ivan Song）、,轻音乐、,清新、放松、,纯音乐,85,
Elan 指弹,陈亮、宋依凡（Ivan Song）、,轻音乐、,放松、,纯音乐,129,
海角八号,陈亮、,流行、,放松、治愈、,纯音乐,65,
窗边的云,曹思义、,流行、轻音乐、,平静、放松、,纯音乐,75,
雨巷,刘嘉卓、,流行-器乐流行、,平静、放松、,纯音乐,65,
仲夏夜梦,星愿乌克丽丽乐团、,,,纯音乐,,
Careless Whisper,Alexandr Misko、,新世纪、,放松、,纯音乐,77,
Birthday,押尾コータロー、,流行-日本流行、,悲伤、放松、孤独、,纯音乐,152,
Fly Away,郑晟河、,轻音乐、,放松、抒情、,纯音乐,123,
大城小事（Guitar Version）,康硕Kenny、,轻音乐、,放松、冥想、,纯音乐,119,
Message,押尾コータロー、,流行-日本流行、,清新、放松、,纯音乐,106,
夕凪,押尾コータロー、,流行-日本流行、,放松、,纯音乐,149,
teardrop,押尾コータロー、,流行-日本流行、,放松、治愈、KTV、,纯音乐,116,
ガール・フレンド,押尾コータロー、,流行-日本流行、,放松、,纯音乐,121,
碧い夢,押尾コータロー、,流行-日本流行、,悲伤、抑郁、,纯音乐,135,
鲁迅先生,郎文硕、,流行、,,纯音乐,76,
Burn - Acoustic Guitar Cover,The Man on Guitar、,,放松、清新、,纯音乐,,
Wu Wei,Pierre Bensusan、,轻音乐、,抒情、放松、,纯音乐,95,
星空冥想 Night Sky Meditation,宋依凡（Ivan Song）、,,抒情、悲伤、,纯音乐,,
旅途的时光 Time On Safari,宋依凡（Ivan Song）、,流行、,抒情、放松、,纯音乐,,
寂静的天空 Silent Sky,宋依凡（Ivan Song）、,,冥想、放松、,纯音乐,57,
"Dracula and Friends, Pt. One",Don Ross、,爵士、,,纯音乐,,
静夏的夜,杨昊昆、,民谣、,平静、放松、,纯音乐,,
六弦阁主,杨昊昆、,,放松、平静、,,109,
eternal moment,yutaka hirasaka、,轻音乐、,梦幻、快乐、放松、轻快、,纯音乐,93,
Kokoro,井草圣二、,,放松、,纯音乐,76,
Talk,Antoine Dufour、,原声带-游戏原声、,,,,
Home,Will McNicol、,民谣、,清新、放松、,纯音乐,156,
The Wake Up,Will McNicol、,轻音乐、,清新、放松、学习、助眠、,纯音乐,131,
Thank You For...,岸部眞明、,轻音乐、,清新、幸福、快乐、放松、治愈、助眠、轻快、,纯音乐,136,
On the Hill,Daniel Padim、,古典、,抒情、梦幻、放松、,纯音乐,133,
Feeling Higher,Daniel Padim、,,快乐、放松、,纯音乐,109,
Waiting for You,Daniel Padim、,流行-器乐流行、,快乐、放松、,纯音乐,72,
一直很安静（指弹吉他改编）,侠客行、,流行、,抒情、放松、,纯音乐,97,
葬红颜,杨昊昆、,民谣、,悲伤、孤独、抒情、,纯音乐,,
星海仲夏夜,杨昊昆、,流行-器乐流行、,平静、放松、,纯音乐,,
Lemon (Acoustic Guitar ver.),孙培博、,流行、,平静、放松、,纯音乐,77,
ひとり,DEPAPEKO、,,清新、放松、,纯音乐,154,
Dragon Night,DEPAPEKO、,,清新、放松、婚礼、,纯音乐,111,
First Love,品喆、,流行、,放松、,纯音乐,,
Wake Up Before You Go-Go,Petteri Sariola、,流行、,放松、可爱、快乐、,英语,,
The Reason,Andy McKee、,轻音乐、,抒情、放松、,纯音乐,172,
With Or Without You,Luca Stricagnoli、,,可爱、快乐、放松、,纯音乐,121,
忽然之间 (指弹吉他),Wade Wu、,轻音乐、,放松、平静、,国语,,
翼~you are the HERO~,成磊、,流行、,悲伤、平静、放松、孤独、,纯音乐,,
Berkley Springs,Don Ross、,乡村-另类乡村、,快乐、轻快、,纯音乐,146,
Always Beside You,胡洋、,,抒情、平静、梦幻、放松、,纯音乐,,
【武士桑】なんでもないや【木吉他弹奏】（Cover radwimps）,おさむらいさん、,,平静、放松、学习、助眠、,纯音乐,77,
Pop Medley,胡洋、,民谣、轻音乐、,放松、治愈、,纯音乐,,
Shape Of My Heart（吉他演奏版）,指弹柴海青、,流行、,抒情、放松、,纯音乐,,
A Single Moment,Don Alder、,,,纯音乐,,
Shape Of My Heart,康硕Kenny、,轻音乐、,放松、,纯音乐,,
いつかのメリークリスマス,康硕Kenny、,轻音乐、,平静、放松、,纯音乐,96,
Forrest Gump Theme,康硕Kenny、,轻音乐、,平静、放松、,纯音乐,105,
愛的代價,康硕Kenny、,轻音乐、,平静、放松、,纯音乐,63,
真夏の果実,康硕Kenny、,轻音乐、,抒情、平静、放松、助眠、,纯音乐,109,
喜劇之王Silent Open,康硕Kenny、,流行、,抒情、放松、,纯音乐,117,
雪の華,康硕Kenny、,轻音乐、,放松、抒情、冥想、,纯音乐,70,
Magic Moment,陈亮、,流行-器乐流行、,可爱、快乐、放松、,纯音乐,,
穿越时空的思念,涛李TAOLEE、,流行、,悲伤、平静、放松、孤独、思念、抒情、,纯音乐,,
My Heart Will Go On (指弹版),Vyacheslav Shuvalov、,,放松、,纯音乐,101,
左岸印象,董运昌、,轻音乐、,放松、治愈、学习、助眠、,纯音乐,,
下午3点40分,董运昌、,轻音乐、,抒情、放松、,纯音乐,,
なんでもないや－你的名字（Cover Radwimps）,杨楚骁、,流行、,放松、,纯音乐,,
黄莺,宋依凡（Ivan Song）、,轻音乐、,抒情、,,,
一生所爱（指弹吉他2018版）,杨昊昆、,轻音乐、,平静、放松、,纯音乐,96,
Medley:天空之城-我心永恒-Sparks Fly-金曲七连串,品喆、,,正能量、,纯音乐,136,
听妈妈讲过去的事（节选） 指弹改编,small_run、,,,,,
林子祥 -  分分钟需要你 指弹吉他（三只猫 remix）,三只猫、,流行、轻音乐、,放松、清新、,纯音乐,,
邓丽君 - 小城故事 指弹吉他（三只猫 remix）,三只猫、,流行、轻音乐、,放松、,,,
TIME,DEPAPEPE、,轻音乐、,放松、,纯音乐,70,
鸿雁,宋依凡（Ivan Song）、,轻音乐、,平静、放松、学习、,纯音乐,55,
《Silent sky》指弹吉他独奏改编by宋依凡,宋依凡（Ivan Song）、,流行、轻音乐、,悲伤、,纯音乐,57,
Bitter Sweet Symphony,Luca Stricagnoli、,轻音乐、,动感、活力、放松、,英语,84,
偏偏喜欢你（Cover 陈百强）,王开仲、,流行、,悲伤、孤独、,,136,
Klimbim,Don Ross、,乡村、新世纪、,清新、快乐、放松、,,129,
Silversmith,Don Ross、,民谣、新世纪、,平静、放松、学习、,英语,117,
Tap Daddy,Billy McLaughlin、,流行-欧美流行、,放松、,纯音乐,,
Pachelbel - Canon in D,Billy McLaughlin、,,抒情、,纯音乐,,
Hold On To Forever,Billy McLaughlin、,,放松、冥想、,纯音乐,113,
あの日の帰り道,伍々慧、,轻音乐、,抒情、平静、放松、学习、,纯音乐,125,
茉莉花 (Cover 民歌),曹思义、,,抒情、放松、,纯音乐,73,
暖暖,成磊、,流行-器乐流行、,放松、酒吧、,纯音乐,103,
遇见你的那一刻,杨泽JD、,流行、轻音乐、,悲伤、平静、放松、,纯音乐,184,
Fireflies,Joe Robinson、,流行-器乐流行、,抒情、清新、动感、快乐、放松、,纯音乐,69,
San Francisco Drive,Petteri Sariola、,流行、,动感、放松、,纯音乐,100,
Edge Of Light,Antoine Dufour、,民谣、,清新、放松、,纯音乐,,
月半弯,宋依凡（Ivan Song）、,轻音乐、,悲伤、抑郁、,纯音乐,,
夢醒時分,康硕Kenny、,轻音乐、,抒情、放松、,纯音乐,67,
暖冬,品喆、,流行-器乐流行、,放松、,纯音乐,68,
凌晨三点,陈亮、,流行-器乐流行、,清新、放松、,纯音乐,116,
望天,孙无忧、,原声带-电视剧原声、流行-器乐流行、,抒情、悲伤、,纯音乐,79,
歩いても 歩いても,ゴンチチ、,原声带-电影原声、流行-器乐流行、,放松、,纯音乐,81,
1967,ゴンチチ、,轻音乐-流行轻音乐、,平静、放松、,纯音乐,75,
Airtap!,Erik Mongrain、,轻音乐、,可爱、快乐、放松、酒吧、,纯音乐,117,
A Sky Full of Stars,Daniel Padim、,,梦幻、放松、,纯音乐,127,
Light Waves,井草圣二、,流行-器乐流行、,快乐、放松、,纯音乐,121,
烛影摇红,成磊、,国风、,,纯音乐,107,
光,成磊、,流行、,大气、,,,
古桥夕照,成磊、,国风、,悲伤、平静、放松、,纯音乐,,
有间茶楼,成磊、,国风、,清新、平静、放松、,纯音乐,,
改编指弹 - 君の名は。「三葉のテーマ&かたわれ時」(三叶主题曲&黄昏之时),王尔康、,流行、,抒情、,,,
Passionflower,Jon Gomm、,乡村-乡村民谣、,抒情、放松、,英语,,
En T'attendant,Antoine Dufour、,民谣、,,纯音乐,,
お月さま,伍々慧、,轻音乐、,放松、抒情、,纯音乐,75,
Sorry,郑晟河、,,放松、治愈、,纯音乐,112,
Mythmaker,Andy McKee、,流行-器乐流行、,放松、,纯音乐,125,
川の流れのように (Acoustic Guitar Ver.),谷本光、,轻音乐、,放松、,纯音乐,146,
Love is Love,袁绍哲、,流行、轻音乐、,,纯音乐,,
Travel Time,袁绍哲、,流行、轻音乐、,放松、治愈、,纯音乐,,
家路,押尾コータロー、,轻音乐、,抒情、放松、学习、助眠、,纯音乐,127,
Bird Feeder Politics,Craig D'Andrea、,民谣、,抒情、悲伤、平静、放松、,纯音乐,,
Been Already A Year (벌써 일년),郑晟河、,轻音乐、,放松、抒情、,纯音乐,114,
Town,南澤大介、,轻音乐、,清新、放松、,纯音乐,87,
Right Here Waiting,Ulli Bögershausen、,,爱情、浪漫、,纯音乐,96,
約束の海,伍々慧、,,清新、放松、治愈、,纯音乐,106,
美しき人生,押尾コータロー、,流行-日本流行、,清新、放松、治愈、,纯音乐,142,
Shut The Window!,Craig D'Andrea、,民谣、,清新、放松、,纯音乐,,
Reality,Antoine Dufour、,,动感、活力、,纯音乐,99,
These Moments,Antoine Dufour、,,助眠、,纯音乐,77,
水乡新娘,曹思义、,国风、,抒情、放松、,纯音乐,108,
Mother,Antoine Dufour、,民谣、,,纯音乐,,
Looking up to Giants,Daniel Padim、,轻音乐、,抒情、动感、快乐、放松、,纯音乐,113,
A Misty Lady-（Remix),杨楚骁、,流行、,放松、,纯音乐,66,
"Moon River (from the movie ""Breakfast at Tiffany's""))",Ed Gerhard、,轻音乐、,放松、,纯音乐,,
Sleeping on Floors,Craig D'Andrea、,轻音乐、,清新、放松、治愈、,纯音乐,82,
Topeka,Jon Gomm、,流行、,清新、放松、,纯音乐,,
北方,三只猫、,流行、轻音乐、,抒情、治愈、放松、,纯音乐,,
Falling For Twelves,Craig D'Andrea、,民谣、,抒情、放松、,纯音乐,74,
Tale of Time,Tobias Rauscher、,,可爱、快乐、放松、,纯音乐,89,
Memories,Tobias Rauscher、,,放松、治愈、,纯音乐,120,
Colors,Tobias Rauscher、,,快乐、轻快、,纯音乐,,
Still Awake,Tobias Rauscher、,流行、,可爱、快乐、放松、,纯音乐,122,
