歌名,歌手,曲风,推荐标签,语种,BPM,乐评
致自己,齐一、,民谣-华语民谣、,热血、抒情、动感、悲伤、思念、苦情、孤独、酒吧、正能量、,国语,69,
在我成为井井有条的大人之前,郭采洁、,流行-华语流行、,抒情、清新、悲伤、慵懒、放松、,国语,87,
像一道光,张杰、,原声带-电视剧原声、流行-华语流行、,抒情、悲伤、KTV、正能量、,国语,69,
给自己的歌,李宗盛、,流行-华语流行、,抒情、悲伤、酒吧、,国语,139,
一样的月光,徐佳莹、,流行-华语流行、,抒情、,国语,68,
达尔文,林俊杰、,流行-华语流行、,抒情、悲伤、平静、快乐、爱情、放松、治愈、孤独、洒脱、遗憾、,国语,67,
曾经的你,许巍、,摇滚-民谣摇滚、,热血、抒情、动感、悲伤、抑郁、爱情、思念、放松、治愈、孤独、KTV、酒吧、旅游、正直、洒脱、正能量、遗憾、感人、,国语,94,
拉过勾的,陆虎、,流行-华语流行、,甜蜜、抒情、幸福、悲伤、快乐、爱情、思念、,国语,65,
半边山半边海,王铮亮、陈楚生、,流行-华语流行、,悲伤、孤独、,国语,80,
不凡,王铮亮、,原声带、,热血、动感、活力、放松、治愈、正能量、,国语,124,
我很快乐,刘惜君、,流行-华语流行、,抒情、,国语,60,
纨绔,赵泳鑫、,流行-华语流行、,抒情、悲伤、,国语,63,
你曾是少年,焦迈奇、,流行-华语流行、,抒情、,国语,77,
我们会更好的,黄丽玲、,流行、,抒情、KTV、,国语,65,
青春有你,蔡佩轩、,流行-华语流行、,抒情、悲伤、孤独、KTV、,国语,71,
当时当下,陈壹千、,流行-华语流行、,抒情、悲伤、孤独、正能量、,国语,104,
删拾,杨丞琳、,流行-华语流行、,抒情、动感、悲伤、,华语,60,
未来,魏晨、,流行-华语流行、,动感、活力、,国语,130,
慢慢走,萧煌奇、,流行-华语流行、,抒情、悲伤、,国语,103,
笑忘书,王菲、,流行-华语流行、,抒情、悲伤、孤独、,国语,84,
再度重相逢,伍佰 & China Blue、,摇滚-流行摇滚、,抒情、悲伤、爱情、KTV、旅游、,国语,100,
芬芳一生,毛不易、,流行-华语流行、,抒情、悲伤、婚礼、正能量、,国语,101,
半句再见,孙燕姿、,流行-华语流行、,抒情、,国语,72,
刹那的乌托邦,岑宁儿、,流行-粤语流行、,抒情、悲伤、,粤语,111,
断尾,蓝奕邦、,流行、,抒情、悲伤、放松、治愈、KTV、,粤语,117,
麻雀,李荣浩、,流行-华语流行、,热血、抒情、动感、悲伤、爱情、思念、浪漫、苦情、孤独、正能量、,国语,84,
开往明天的旅行,唐禹哲、,流行-华语流行、,KTV、,国语,63,
记得带走,徐佳莹、,另类/独立-独立流行、流行-华语流行、,抒情、悲伤、KTV、,国语,68,
远行,YELLOW黃宣、,节奏布鲁斯-另类节奏布鲁斯、,抒情、悲伤、放松、孤独、酒吧、,国语,96,
平凡的一天,毛不易、,流行-华语流行、民谣、,抒情、悲伤、,国语,63,
隐形纪念,蔡淳佳、,流行-华语流行、,抒情、悲伤、孤独、,国语,73,
少年,李荣浩、,流行-华语流行、,抒情、悲伤、爱情、正能量、,国语,72,
我们的故事,戴佩妮、,流行-华语流行、,抒情、悲伤、爱情、放松、孤独、婚礼、正能量、,国语,105,
Aphrodite,椅子乐团 The Chairs、,摇滚-另类摇滚、摇滚-独立摇滚、,抒情、可爱、快乐、放松、愤怒、,英语,89,"新单曲一如既往是椅子表达""爱恋""的方式，就像 Aphrodite 的另一层含义（泡沫）一样，从现实的寂寥中诞生，在失落中散去，但又会在某个温柔的夏夜梦境中重生。 "
It Was May,柯智棠、,流行、,抒情、悲伤、孤独、,英语,65,
夜谈几句,陈鸿宇、,民谣-流行民谣、,抒情、悲伤、放松、孤独、,国语,104,
我的爱人,柏霖PoLin、,流行-华语流行、,抒情、悲伤、放松、酒吧、,华语,84,
人情世故,杨千嬅、,流行-华语流行、,悲伤、KTV、,国语,69,
纸飞机,林忆莲、,流行-华语流行、,可爱、快乐、放松、,国语,122,
倒流,郁可唯、,流行-华语流行、,抒情、思念、,国语,53,
雨不停。流,孙盛希、,原声带-电视剧原声、流行-华语流行、,抒情、悲伤、爱情、苦情、,国语,75,
怎么了,周兴哲、,流行-华语流行、,抒情、悲伤、,国语,69,
黑白,方大同、,节奏布鲁斯-当代节奏布鲁斯、流行、,抒情、,华语,93,
乌梅子酱,李荣浩、,流行-华语流行、,悲伤、,国语,85,
时光机,五月天、,流行-华语流行、,抒情、悲伤、思念、孤独、,国语,82,
勇敢一点,曾轶可、,流行-华语流行、,清新、悲伤、爱情、浪漫、苦情、放松、,国语,67,
尽管如此，还是,阿肆、徐佳莹、,流行-华语流行、,抒情、思念、酒吧、,国语,73,
在没有你的城市晚安,许哲珮、,流行-华语流行、,抒情、放松、,华语,111,
浓缩蓝鲸,裘德、,另类/独立-独立流行、,抒情、爱情、浪漫、放松、,国语,66,裘德歌里那些描绘水中情境的音效、那些古典气质的华美弦乐，绘出了一大片幻想中的浪漫场景。把爱与死的浓缩情感放在大与小的极端对比中，却偏偏用平淡的口吻来唱、来叙述，让这悲伤更加隽永、更加令人心碎。
夏日最美的三十张拍立得相片,椅子乐团 The Chairs、,另类/独立、民谣-流行民谣、,抒情、爱情、浪漫、放松、憧憬、,国语,85,
寄居蟹与蜗牛,HUSH、,流行-华语流行、,抒情、平静、快乐、慵懒、放松、轻快、,华语,136,
泛泛之辈,吴克群、,流行、,,国语,106,
世界正中,陈粒、,流行-华语流行、,爱情、浪漫、放松、,国语,120,
塞壬之歌,Mr. Miss、,爵士-流行爵士、,抒情、放松、,国语,107,把遥远《荷兰史诗》里的神秘故事倾注在Jazz、chanson的浪漫里，旋律、歌词、编曲浑然一体，刘恋在这首歌里的Vocal格外“妖”（褒义），和声精巧，“沉入海底”的氛围实在难以抗拒。
再也不见,黄玠玮 Zooey Wonder、吴青峰、,流行-华语流行、,抒情、动感、,国语,66,
没有人想念没离开的人,韦礼安、,节奏布鲁斯、,动感、,国语,72,
不在一起就不会分开,洪佩瑜、,爵士、流行-华语流行、,抒情、悲伤、思念、KTV、,华语,82,
如果你听见 (I'M NOT GOOD),袁娅维TIA RAY、,节奏布鲁斯-灵魂乐、,抒情、悲伤、爱情、思念、浪漫、放松、,国语,75,
我这个人,艾怡良、,原声带-电影原声、流行-华语流行、,抒情、悲伤、,华语,73,
杭州，利群，你,许钧、,流行-华语流行、,热血、抒情、动感、悲伤、憧憬、孤独、,国语,65,
无常家,岑宁儿、,流行-粤语流行、,抒情、悲伤、放松、KTV、,粤语,95,
全部的所有,蔡健雅、,流行-华语流行、,清新、爱情、放松、,国语,82,
坠落,蔡健雅、,流行-华语流行、,抒情、悲伤、,国语,69,天使与魔鬼的对话，以天使的节节败退告终，已经不需要细究词曲的表达，歌者用真假音转换，再加上尾腔浓郁的沙哑、颓废，以及民谣化的随性，表达了直白的倾诉，也让歌曲同时拥有了真实和唯美！
过敏,杨丞琳、,流行-华语流行、,抒情、悲伤、,国语,99,
热雪,魏晨、,原声带-电影原声、,抒情、悲伤、,国语,73,
同步,范晓萱、,原声带-电影原声、流行-华语流行、,抒情、悲伤、放松、治愈、,国语,60,
门,魏如萱、,民谣-流行民谣、,抒情、悲伤、思念、放松、,国语,64,
无聊的,小霞、,流行-华语流行、,抒情、悲伤、爱情、苦情、孤独、,国语,88,
沙滩,陶喆、,节奏布鲁斯-灵魂乐、节奏布鲁斯-都市流行、,抒情、悲伤、爱情、思念、慵懒、苦情、放松、,国语,91,
早春的树,陈鸿宇、,民谣-华语民谣、,抒情、悲伤、爱情、思念、孤独、酒吧、旅游、正能量、,国语,,
很想很想你,谢震廷、,另类/独立、流行-华语流行、,抒情、思念、,国语,65,
After dinner,卢广仲、,流行-华语流行、,热血、抒情、动感、悲伤、KTV、,华语,67,
烟火,郭采洁、,流行-华语流行、,抒情、悲伤、孤独、,国语,93,
无人知晓,田馥甄、,流行-华语流行、,,国语,65,
雏形,徐佳莹、,流行-华语流行、,抒情、爱情、慵懒、放松、,华语,65,
给妳们Dear ALL,万芳、,流行-华语流行、,放松、,华语,115,
恋人的絮语,杨乃文、,流行、,抒情、放松、,国语,70,
挚友,黄丽玲、,流行-华语流行、,抒情、悲伤、爱情、浪漫、苦情、孤独、,国语,69,
爱情句型,王心凌、,流行-华语流行、,抒情、,国语,117,
狠狠哭,郭采洁、,流行-华语流行、,抒情、,国语,64,
小步舞曲,陈绮贞、,流行-华语流行、,抒情、爱情、慵懒、浪漫、放松、,国语,74,
极美,孙燕姿、,流行-华语流行、,抒情、,国语,75,
你是爱我的,张惠妹、,流行-华语流行、,抒情、KTV、,国语,61,
让世界暂停一分钟,G.E.M.邓紫棋、,流行-华语流行、,抒情、悲伤、爱情、浪漫、放松、治愈、,国语,75,
秋天,苏醒、,节奏布鲁斯-当代节奏布鲁斯、,抒情、悲伤、爱情、思念、,国语,61,
我需要一些孤独,曾沛慈、,流行、,酒吧、抒情、悲伤、治愈、放松、,华语,69,
You Are,柯智棠、,流行、,清新、放松、,英语,55,
就是爱着如此奇怪的你,叶颖、,流行-华语流行、,抒情、爱情、浪漫、放松、治愈、正能量、感人、,国语,80,
无赖,戴佩妮、,流行、,抒情、悲伤、,国语,63,
我想对你好,曾沛慈、,流行、,放松、,华语,75,
挽歌,Frandé、,流行、,抒情、梦幻、放松、,华语,140,
你不是说,那英、,流行-华语流行、,抒情、悲伤、孤独、KTV、,国语,71,
做风台,郑宜农、,另类/独立-独立流行、流行-闽南语流行、,抒情、爱情、浪漫、,闽南语,62,
滚开,李权哲、,流行、,抒情、放松、,国语,106,
于心有愧,陈奕迅、,流行-粤语流行、,抒情、,粤语,68,
旅程,梁静茹、,流行-华语流行、,抒情、悲伤、,国语,109,
未完不待续,戴佩妮、,流行、,抒情、悲伤、,国语,133,
Romance in A Major,So Hyun Joey Park、,古典-古典主义音乐、古典-浪漫主义音乐、,学习、悲伤、放松、孤独、,纯音乐,140,
"12 Gedichte aus Liebesfrühling, Op. 37: No. 11: Warum willst du andre fragen (Arr. Lenaerts & Grammenos)",Anneleen Lenaerts、Dionysis Grammenos、,古典、,放松、学习、冥想、,英语,,
"Five Pieces, Op. 75 For Piano:5. The Spruce",Bengt Forsberg、,古典、,平静、放松、,纯音乐,137,
Un dia de noviembre,Miloš Karadaglić、,古典-二十世纪音乐、,平静、放松、冥想、,,332,
"Serenade for Strings in E Major, Op. 22, B. 52:II. Tempo di Valse",Sir Charles Mackerras、English Chamber Orchestra、Martin Compton、,古典、,放松、学习、,纯音乐,131,
Romance for Cello and Piano,马友友、Kathryn Stott、,轻音乐、古典-古典跨界、,平静、放松、,纯音乐,128,
"Nocturnes, Op. 27:No. 2 in D-Flat Major",Arthur Rubinstein、,古典-浪漫主义音乐、,平静、放松、冥想、,,,
Sicilienne (Arr. for Violin and Harp),Rachel Talitman、Erez Ofer、,古典、,梦幻、放松、平静、冥想、,纯音乐,,
"4 Sketches, Op. 15:III. Dreaming",Raphaela Gromes、Julian Riem、Raphaela Gromes & Julian Riem、,古典、,学习、平静、放松、,,200,
"Piano Pieces, Series 2:No. 10. Lullaby of Shushani",Mikael Ayrapetyan、,古典、,学习、平静、放松、治愈、,纯音乐,,
"Nocturne No. 9 in B, Op. 32 No. 1",Nelson Freire、Frédéric François Chopin、,古典、,平静、放松、学习、冥想、,纯音乐,124,
"Princess Leia's Theme (From ""Star Wars"")",Patti Rudisill、,原声带-电影原声、,学习、冥想、放松、平静、,英语,,
"Rusalka, Op. 114 (B. 203), Act I: O Lovely Moon (Orchestral version)",Eric Hammerstein、Antonín Dvořák、London Promenade Orchestra、,古典、,梦幻、放松、冥想、平静、,华语,,
Je te veux,Erik Satie、France Clidat、,古典、,悲伤、放松、学习、,纯音乐,120,
"Du bist die Ruh, D. 776",Franz Schubert、Joel Quarrington、David Jalbert、,古典、,学习、平静、放松、冥想、,英语,,
"Three Waltzes, Op. 64: Waltz No. 1 in D-Flat Major",François Chaplin、,古典、,平静、可爱、快乐、放松、,,,
"Beau soir, L. 6 (L. 84) (Arr. Heifetz for Violin and Piano)",Lisa Batiashvili、Yannick Nézet-Séguin、Claude Debussy、,古典、,平静、梦幻、放松、学习、,纯音乐,123,
Violin Sonata in A Major (1886):Allegro,Joshua Bell、,古典-浪漫主义音乐、古典-古典跨界、,平静、放松、学习、,,,
"Suite, Op. 23: IV. Lied",Andrés Díaz、Erich Wolfgang Korngold、Mark Fewer、Wendy Chen、Jonathan Swartz、,古典、,放松、学习、冥想、,华语,,
Orfeo ed Euridice,Christoph Willibald Von Gluck、Roberto Bravo、,古典、,学习、平静、放松、,英语,,
"Tchaikovsky: Souvenir d'un lieu cher, Op.42 - 3. Mélodie in E flat",Richard Bonynge、London Symphony Orchestra、John Georgiadis、Pyotr Ilyich Tchaikovsky、,古典、,学习、冥想、放松、,,130,
Adoration (Arr. for Cello & Orchestra by Julian Riem),Raphaela Gromes、Festival Strings Lucerne、Daniel Dodds、,古典、,抒情、放松、学习、,,128,
"Song Without Words, Op. 109",马友友、Kathryn Stott、,轻音乐、古典-浪漫主义音乐、古典-二十世纪音乐、,平静、放松、学习、,纯音乐,128,
Nostalgias de Febrero,Gerson Lizama、,古典-新古典主义音乐、古典-古典跨界、,放松、清新、,,113,
"Piano Sonata in C Major, K. 165 (Andante)",Claudio Colombo、,古典、,平静、放松、,,,
"Chopin: Berceuse in D-flat Major, Op. 57",Leon Fleisher、,,学习、平静、放松、冥想、,纯音乐,,
Last Spring (Arr. for Violin and Orchestra from Op. 33 No. 2 by Ben Palmer),Eldbjørg Hemsing、Arctic Philharmonic、Eldbjørg Hemsing & Arctic Philharmonic、,古典、,梦幻、放松、冥想、,,146,
"Concerto grosso in G Minor, Op. 6, No. 8, ""Fatto per la Notte di Natale"":III. Adagio - Allegro - Adagio",The English Concert、Trevor Pinnock、,古典、,学习、放松、抒情、,纯音乐,130,
"String Quartet No. 3, Op. 44 No. 1, MWV R30: II. Menuetto. Up poco allegretto",Doric String Quartet、,古典、,放松、治愈、学习、,,,
"Violin Concerto No. 3 in G Major, K. 216:II. Adagio",Christoph Koncz、,古典-古典主义音乐、,平静、放松、,纯音乐,,
"Cello Sonata in G Minor, Op. 65:III. Largo",Johannes Moser、Ewa Kupiec、,古典-浪漫主义音乐、,悲伤、平静、放松、,英语,,
"Piano Concerto ""No. 6"" in D Major, Op. 61a: II. Larghetto",Gianluca Cascioli、Ensemble Resonanz、Riccardo Minasi、,古典、,梦幻、放松、冥想、,纯音乐,,
"Keyboard Concerto in E-Flat Major, Op. 7. No. 5, W. C59:II. Andante",Anastasia Injushina、Hamburger Camerata、Ralf Gothoni、,古典-巴洛克音乐、,平静、放松、,英语,,
"Piano Quintet in A Minor, Op. 14:II. Andante sostenuto",Fine Arts Quartet、Cristina Ortiz、,古典-浪漫主义音乐、,平静、梦幻、放松、学习、,英语,,
"Die Zauberflöte, K. 620:Ach, ich fühl's, es ist verschwunden (Arr. Spindler for Oboe and Piano)",Albrecht Mayer、Fabian Müller、,古典、,平静、放松、学习、,,124,
"Nocturne No.1 in B flat minor, Op.9 No.1",Nelson Freire、Frédéric François Chopin、,古典、,平静、放松、冥想、,纯音乐,126,
"Wachet auf, ruft uns die Stimme, No. 2, BWV 645",Murray Perahia、,古典、,平静、放松、学习、,,140,
A Chloris (Arr. For Cor Anglais & Orchestra),Albrecht Mayer、Academy of St. Martin in the Fields、Mathias Mönius、,古典、,梦幻、放松、冥想、平静、,欧美,,
"The Swan (From ""Carnival of the Animals, R. 125"")",Kathryn Stott、Camille Saint-Saëns、马友友、,,冥想、放松、平静、,纯音乐,,
"Davidsbündertänze Op.6, Book II: Wie aus der Ferne",Stephen Hough、,古典、,放松、,英语,135,
"Sechs Klavierstücke, Op. 118:II. Intermezzo in A Major",Arcadi Volodos、,古典、,平静、放松、学习、冥想、,纯音乐,80,
"The Gadfly Suite, Op. 97: VIII. Romance",Vassily Sinaisky、BBC Philharmonic、,古典、,梦幻、放松、冥想、,,,
Frühlingsglaube (Arr. Franz Liszt),Daniil Trifonov、,古典、,平静、放松、学习、冥想、,,129,
"Deux Arabesques, L66: No. 1: Andantino con moto",Kathryn Stott、,古典-当代古典音乐、,学习、平静、放松、思念、抒情、,纯音乐,135,
"Piano sonata in A Major, D. 959: II. Andantino",Paul Lewis、,古典、,,英语,,
"Rêverie, L. 68:Rêverie",Jean-yves Thibaudet、Claude Debussy、,古典、,,纯音乐,117,
"Ten Preludes, Op. 23: IV. Andante cantabile",Rustem Hayroudinoff、,古典、,,,,
"Vier Impromptus, op.90 D.899: III. Andante mosso, G flat major",Paul Lewis、,古典、,学习、冥想、放松、平静、,英语,,
"Préludes / Book 1, L. 117:8. La fille aux cheveux de lin",Víkingur Ólafsson、,古典-浪漫主义音乐、,,纯音乐,125,
Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,Luis Fernando Pérez、,古典、,,英语,,
Après un rêve - NIGHT SESSIONS,Pablo Ferrández、Julien Quentin、,古典、,幸福、快乐、,,126,
Thaïs:Méditation,Bomsori、NFM Wrocław Philharmonic、Giancarlo Guerrero、,古典、,,,126,
"Vocalise, Op. 34, No. 14",Nikolaj Znaider、,古典、,,,,
Pavane pour une infante défunte,Alexandre Tharaud、,古典、,,英语,,
Gymnopédie No. 1 (Orch. Ducros),Gautier Capuçon、Orchestre de Chambre de Paris、Adrien Perruchon、,古典、,平静、梦幻、放松、冥想、,纯音乐,,
"Ständchen (From Schwanengesang, D957)",Evgeny Kissin、,古典、,平静、放松、冥想、,,136,
"Les berceaux, Op.23, No.1",Mischa Maisky、Daria Hovora、,古典、,,纯音乐,,
"6 Consolations, S. 172:No. 3 in D-Flat Major (Lento, placido)",Daniel Barenboim、Franz Liszt、,古典、,平静、放松、冥想、,,123,
"Goldberg Variations, BWV 988:Aria",David Fray、,古典、,,纯音乐,,
"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air ""On a G String"" (Arr. for Piano)",Lang Lang、,,,,121,
被驯服的象,蔡健雅、,流行-华语流行、,抒情、动感、悲伤、快乐、爱情、思念、活力、放松、孤独、酒吧、正能量、,国语,88,
我的未来式,郭采洁、,流行-华语流行、,热血、动感、,国语,78,
我依然奔跑在路上,金志文、王旭东、,流行、,热血、动感、正能量、,国语,124,
让我留在你身边 (原唱作版),唐汉霄、,流行-华语流行、,热血、抒情、动感、悲伤、爱情、思念、正能量、,国语,87,
红日,李克勤、,原声带-电视剧原声、流行-粤语流行、,热血、动感、,粤语,119,
强,郭富城、,流行-粤语流行、,热血、抒情、动感、活力、正能量、,粤语,127,
像风一样自由,许巍、,摇滚-民谣摇滚、,热血、抒情、动感、悲伤、爱情、苦情、活力、放松、治愈、孤独、酒吧、旅游、正直、洒脱、大气、感人、,国语,92,
这个年纪,齐一、,民谣-华语民谣、,热血、抒情、动感、悲伤、爱情、思念、苦情、孤独、KTV、,国语,69,
海阔天空,Beyond、,摇滚-流行摇滚、,抒情、,粤语,77,
星星点灯,郑智化、,流行-华语流行、,热血、抒情、动感、思念、憧憬、KTV、正直、正能量、亲情、,国语,100,
长路漫漫伴你闯,林子祥、,原声带-电影原声、流行-华语流行、,抒情、放松、KTV、正能量、,粤语,113,
奔跑,黄征、羽·泉、,流行-华语流行、,抒情、,国语,125,
倔强,五月天、,摇滚-流行摇滚、流行、,热血、抒情、动感、快乐、爱情、思念、正能量、,国语,77,
夜空中最亮的星,逃跑计划、,摇滚-流行摇滚、,热血、抒情、动感、悲伤、快乐、爱情、思念、孤独、KTV、酒吧、轻快、正能量、,国语,108,
就是这样,Bae 林采欣、,流行、,抒情、悲伤、思念、,国语,83,
找自己,陶喆、,节奏布鲁斯、乡村-乡村摇滚、,热血、动感、快乐、活力、放松、洒脱、正能量、极限运动、,国语,90,
永不退缩,任贤齐、,原声带-电视剧原声、,正能量、,国语,104,
水手,郑智化、,流行-华语流行、,热血、抒情、动感、快乐、爱情、思念、KTV、正直、正能量、,国语,96,
星辰大海,黄霄雲、,流行-华语流行、,抒情、悲伤、放松、憧憬、治愈、孤独、酒吧、正能量、,国语,83,
偏爱,Lil Ghost小鬼、,嘻哈说唱-流行说唱、,甜蜜、抒情、悲伤、爱情、思念、浪漫、苦情、正能量、,国语,161,
过活,高鱼、,流行-华语流行、,抒情、悲伤、爱情、思念、浪漫、苦情、孤独、,国语,119,
追梦赤子心,GALA、,摇滚-流行摇滚、,热血、抒情、动感、快乐、爱情、KTV、洒脱、正能量、大气、,国语,71,
中间人,Ice Paper、,嘻哈说唱-驰放嘻哈、,热血、抒情、动感、悲伤、爱情、思念、慵懒、浪漫、放松、孤独、KTV、,国语,78,
一万次悲伤,逃跑计划、,摇滚-流行摇滚、,热血、抒情、动感、悲伤、爱情、思念、浪漫、放松、憧憬、治愈、孤独、酒吧、洒脱、正能量、,国语,92,
心墙,郭静、,流行-华语流行、,抒情、幸福、悲伤、快乐、爱情、思念、苦情、KTV、,国语,122,
虹之间,金贵晟、,原声带-电视剧原声、流行-华语流行、,甜蜜、抒情、清新、动感、幸福、悲伤、抑郁、快乐、爱情、思念、慵懒、浪漫、苦情、放松、憧憬、治愈、孤独、KTV、酒吧、轻快、洒脱、正能量、友情、遗憾、,国语,69,
遇到,颜人中、,流行-华语流行、,甜蜜、抒情、悲伤、爱情、思念、浪漫、KTV、婚礼、,国语,131,
一城山水（正式版）,Lunhui（轮回）、,流行-华语流行、民谣-城市民谣、,抒情、悲伤、爱情、思念、孤独、酒吧、,国语,120,
日落大道,梁博、,流行-华语流行、流行-氛围流行、,抒情、动感、悲伤、爱情、思念、放松、憧憬、治愈、孤独、旅游、洒脱、正能量、,国语,64,
十年 (OT: 明年今日),陈奕迅、,流行-华语流行、,悲伤、,国语,61,
最好的我,房祖名、龚芝怡、,流行-华语流行、,,国语,68,
你的眼神,卫兰、,流行-粤语流行、,抒情、悲伤、放松、治愈、,粤语,89,
下一个天亮,郭静、,流行-华语流行、,抒情、悲伤、,国语,61,
蓝莲花,许巍、,摇滚-民谣摇滚、,热血、抒情、动感、紧张、平静、爱情、思念、活力、放松、KTV、酒吧、旅游、洒脱、正能量、,国语,90,
天黑黑,孙燕姿、,流行-华语流行、,抒情、悲伤、快乐、爱情、思念、浪漫、放松、治愈、孤独、,国语、闽南语,111,
所有的所有 (DJ何鹏版),栾明星、,慢摇DJ-中文DJ、,动感、可爱、快乐、夜店、,国语,128,
美好的昨天,胡夏、,原声带-电影原声、流行-华语流行、,抒情、悲伤、思念、,国语,71,
秘语,欧阳娜娜、陈飞宇、,原声带-电影原声、流行-华语流行、,甜蜜、抒情、可爱、快乐、爱情、放松、治愈、,国语,115,
不知不觉,徐乐同、,流行-华语流行、,清新、可爱、快乐、放松、,国语,115,
岁月缝花,陈学冬、,原声带-电影原声、流行-华语流行、,抒情、悲伤、思念、,国语,65,
致青春,王菲、,原声带-电影原声、流行-华语流行、,放松、,国语,105,
我多喜欢你，你会知道,王俊琪、,原声带-电视剧原声、流行-华语流行、,甜蜜、清新、可爱、快乐、爱情、放松、愤怒、KTV、婚礼、轻快、,国语,108,
少年时代,时代少年团、,流行-华语流行、,热血、抒情、动感、正能量、,国语,100,
有你,时代少年团、,流行-华语流行、,动感、活力、,国语,95,
骊歌,罗文、,流行、,抒情、悲伤、KTV、,粤语,163,
友人说,林俊杰、怀秋、,流行-华语流行、,动感、活力、酒吧、,国语,120,
友情岁月,陈小春、,流行-粤语流行、,抒情、悲伤、孤独、KTV、友情、,粤语,117,
我的朋友(唱给朋友),李健、,流行-华语流行、,抒情、悲伤、放松、酒吧、,国语,92,
匿名的好友,杨丞琳、,原声带-电视剧原声、流行-华语流行、,抒情、,国语,119,
友谊地久天长,王源、,原声带-电影原声、流行-华语流行、,抒情、友情、校园、孤独、悲伤、放松、酒吧、,国语,111,
中学时代,水木年华、,民谣-华语民谣、,抒情、放松、KTV、正能量、,国语,107,
难兄难弟,周华健、杜德伟、,流行-华语流行、,热血、抒情、动感、KTV、,国语,144,
朋友别哭,吕方、,流行-华语流行、,抒情、悲伤、孤独、KTV、,国语,74,
陌生老朋友,林俊杰、,流行-华语流行、,热血、动感、,国语,83,
